sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.6789479835855361,0.6789479835855361,True,MI,13,1.0,3.0,0.6196013959519848,0.5068454011065213
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.6789479835855361,0.6789479835855361,True,MI_balanced,13,5.0,2.0,0.8393059121724334,0.5376957387129913
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.6789479835855361,0.6789479835855361,True,UC_audio,4,,,0.05748444015468666,0.06402946204641154
q103_625206,Metre and Rhythm,Medium,percettiva,True,A,0.6789479835855361,0.6789479835855361,True,UC_text,6,2.0,3.0,0.32714043387600744,0.5167972391367084
q104_625206,Instrumentation,Medium,percettiva,False,C,0.7432268944235778,0.11397753575258693,True,MI,13,1.0,8.0,-0.07411387474125289,0.569231638349251
q104_625206,Instrumentation,Medium,percettiva,False,C,0.7432268944235778,0.11397753575258693,True,MI_balanced,13,,2.0,-0.1505790441428079,1.0449414236119796
q104_625206,Instrumentation,Medium,percettiva,False,C,0.7432268944235778,0.11397753575258693,True,UC_audio,5,1.0,,1.1712172128814136,0.043508943187422135
q104_625206,Instrumentation,Medium,percettiva,False,C,0.7432268944235778,0.11397753575258693,True,UC_text,5,,2.0,-0.10222360909120932,1.3105567220453453
q105_625206,Instrumentation,Medium,percettiva,True,A,0.3785916633063548,0.3785916633063548,True,MI,11,2.0,5.0,1.1921525005016314,0.04954487893507333
q105_625206,Instrumentation,Medium,percettiva,True,A,0.3785916633063548,0.3785916633063548,True,MI_balanced,11,2.0,1.0,0.8546643276277499,-0.353647892623096
q105_625206,Instrumentation,Medium,percettiva,True,A,0.3785916633063548,0.3785916633063548,True,UC_audio,3,,,-0.1358812243160482,-0.1852340286753704
q105_625206,Instrumentation,Medium,percettiva,True,A,0.3785916633063548,0.3785916633063548,True,UC_text,7,1.0,1.0,1.6948132617838814,-0.10105862130375201
q106_395289,Instrumentation,Low,percettiva,True,A,0.8049257285737113,0.8049257285737113,True,MI,12,1.0,,0.5636817736462058,0.07805275875682663
q106_395289,Instrumentation,Low,percettiva,True,A,0.8049257285737113,0.8049257285737113,True,MI_balanced,12,10.0,,0.5222011749057304,0.0757738891935568
q106_395289,Instrumentation,Low,percettiva,True,A,0.8049257285737113,0.8049257285737113,True,UC_audio,3,1.0,,0.7013975889791182,-0.08175763860197391
q106_395289,Instrumentation,Low,percettiva,True,A,0.8049257285737113,0.8049257285737113,True,UC_text,3,1.0,,1.1440827743785853,0.11570116738950184
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.5734614440486256,0.3478219479785723,True,MI,15,1.0,,1.5305178352599416,-0.7139921042771302
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.5734614440486256,0.3478219479785723,True,MI_balanced,15,1.0,,1.085045716716704,-0.8706533255222605
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.5734614440486256,0.3478219479785723,True,UC_audio,8,6.0,,0.48337519782865407,0.023876908534614695
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.5734614440486256,0.3478219479785723,True,UC_text,9,1.0,,1.7761051466670434,-0.42043197867954557
q108_2083,Genre and Style,Low,knowledge,True,A,0.7824310658979297,0.7824310658979297,True,MI,17,11.0,,0.3932125185199976,0.21007982582065823
q108_2083,Genre and Style,Low,knowledge,True,A,0.7824310658979297,0.7824310658979297,True,MI_balanced,17,6.0,,0.3802320589850782,0.3504281287068009
q108_2083,Genre and Style,Low,knowledge,True,A,0.7824310658979297,0.7824310658979297,True,UC_audio,2,,,0.25520142096174975,-0.0002486717543100625
q108_2083,Genre and Style,Low,knowledge,True,A,0.7824310658979297,0.7824310658979297,True,UC_text,2,1.0,,1.0071737602618158,0.3123926088655649
q109_2083,Instrumentation,Low,percettiva,False,C,0.5297417353419305,0.3640858152286335,True,MI,8,1.0,3.0,-0.3845644480082262,0.9428559276307961
q109_2083,Instrumentation,Low,percettiva,False,C,0.5297417353419305,0.3640858152286335,True,MI_balanced,8,1.0,2.0,-0.6897301134017937,0.996713212905421
q109_2083,Instrumentation,Low,percettiva,False,C,0.5297417353419305,0.3640858152286335,True,UC_audio,6,1.0,,1.378097320161569,0.2373773808175887
q109_2083,Instrumentation,Low,percettiva,False,C,0.5297417353419305,0.3640858152286335,True,UC_text,5,1.0,2.0,1.347646924563117,0.8999066165191978
q10_1093606,Sound Texture,Low,percettiva,True,A,0.5272420334549993,0.5272420334549993,True,MI,20,16.0,,-0.16684820598879918,-0.9217394375589627
q10_1093606,Sound Texture,Low,percettiva,True,A,0.5272420334549993,0.5272420334549993,True,MI_balanced,20,12.0,15.0,0.2672124927625073,-0.22297189330105918
q10_1093606,Sound Texture,Low,percettiva,True,A,0.5272420334549993,0.5272420334549993,True,UC_audio,13,,13.0,-0.5984653391882847,0.13946343749873102
q10_1093606,Sound Texture,Low,percettiva,True,A,0.5272420334549993,0.5272420334549993,True,UC_text,6,1.0,1.0,2.2236493115241553,1.0608427538543768
q110_1336202,Performance,Medium,analitica,False,B,0.5884167994589434,0.27794841513532204,True,MI,13,2.0,,1.5452855058507018,-0.028833690779593427
q110_1336202,Performance,Medium,analitica,False,B,0.5884167994589434,0.27794841513532204,True,MI_balanced,13,1.0,,1.718569280883058,-0.1264060437949194
q110_1336202,Performance,Medium,analitica,False,B,0.5884167994589434,0.27794841513532204,True,UC_audio,12,10.0,10.0,0.4633991933421814,0.5654403479225684
q110_1336202,Performance,Medium,analitica,False,B,0.5884167994589434,0.27794841513532204,True,UC_text,7,1.0,,1.849517028025167,-0.22270278318162884
q111_1336202,Functional Context,Low,knowledge,True,A,0.9929113363541663,0.9929113363541663,True,MI,11,1.0,,0.4172638875656723,0.04353898994778146
q111_1336202,Functional Context,Low,knowledge,True,A,0.9929113363541663,0.9929113363541663,True,MI_balanced,11,4.0,,0.4229219023448941,0.048794031703195594
q111_1336202,Functional Context,Low,knowledge,True,A,0.9929113363541663,0.9929113363541663,True,UC_audio,7,1.0,,0.9747661584355293,0.02716447889804304
q111_1336202,Functional Context,Low,knowledge,True,A,0.9929113363541663,0.9929113363541663,True,UC_text,5,1.0,,0.9836306778065281,0.1519406438316958
q112_1336202,Instrumentation,Medium,percettiva,False,C,0.424004298038102,0.3741824797011807,True,MI,12,1.0,,1.8895320140886318,-0.706042710866871
q112_1336202,Instrumentation,Medium,percettiva,False,C,0.424004298038102,0.3741824797011807,True,MI_balanced,12,1.0,,1.9438499604365493,-0.8726213074203231
q112_1336202,Instrumentation,Medium,percettiva,False,C,0.424004298038102,0.3741824797011807,True,UC_audio,6,3.0,,0.7473014531541975,0.2504205141300414
q112_1336202,Instrumentation,Medium,percettiva,False,C,0.424004298038102,0.3741824797011807,True,UC_text,6,2.0,,1.5272726469748312,-0.13688438507397924
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.8601267493583453,0.8601267493583453,True,MI,11,1.0,,0.598942075278289,-0.09908271926071043
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.8601267493583453,0.8601267493583453,True,MI_balanced,11,7.0,,0.7449868074339411,-0.0963090636738904
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.8601267493583453,0.8601267493583453,True,UC_audio,7,1.0,,1.1746705461457105,0.03989294045484303
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.8601267493583453,0.8601267493583453,True,UC_text,3,1.0,,1.087526406768682,-0.14603607257685466
q114_1327741,Melody,High,analitica,True,A,0.887668549029546,0.887668549029546,True,MI,16,7.0,,0.5354937679179961,0.18021877681518347
q114_1327741,Melody,High,analitica,True,A,0.887668549029546,0.887668549029546,True,MI_balanced,16,3.0,,0.4406526576281828,0.18247012931202852
q114_1327741,Melody,High,analitica,True,A,0.887668549029546,0.887668549029546,True,UC_audio,11,9.0,,0.377435837126002,-0.021562190730115057
q114_1327741,Melody,High,analitica,True,A,0.887668549029546,0.887668549029546,True,UC_text,6,1.0,,0.8391168484436569,-0.014840174213386974
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.6880617949038235,0.13548740067851647,True,MI,16,1.0,,0.8294911904937652,0.2269434166476681
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.6880617949038235,0.13548740067851647,True,MI_balanced,16,1.0,,0.7459015752442827,0.06463586065805974
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.6880617949038235,0.13548740067851647,True,UC_audio,7,1.0,,1.143462281535176,-0.03707436992453128
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.6880617949038235,0.13548740067851647,True,UC_text,8,1.0,,0.937288176092875,0.048880267933995976
q116_1162034,Harmony,High,analitica,True,A,0.7040162050330797,0.7040162050330797,True,MI,18,2.0,,1.0233812129323192,-0.03825209662424779
q116_1162034,Harmony,High,analitica,True,A,0.7040162050330797,0.7040162050330797,True,MI_balanced,18,1.0,,1.0581369389377653,0.02233024711238104
q116_1162034,Harmony,High,analitica,True,A,0.7040162050330797,0.7040162050330797,True,UC_audio,8,2.0,,0.810679510508646,-0.1324564658998468
q116_1162034,Harmony,High,analitica,True,A,0.7040162050330797,0.7040162050330797,True,UC_text,7,1.0,,1.3436654186933632,-0.15851953149842815
q117_1162034,Melody,High,analitica,True,A,0.4542320412728344,0.4542320412728344,True,MI,17,1.0,,1.4994794371739784,-0.5433275903350336
q117_1162034,Melody,High,analitica,True,A,0.4542320412728344,0.4542320412728344,True,MI_balanced,17,1.0,,1.6419215347410845,-0.6132140787148663
q117_1162034,Melody,High,analitica,True,A,0.4542320412728344,0.4542320412728344,True,UC_audio,6,1.0,,1.0018001462224173,-0.1470231417597267
q117_1162034,Melody,High,analitica,True,A,0.4542320412728344,0.4542320412728344,True,UC_text,5,1.0,,1.5331649979099677,-1.31410446057257
q118_1162034,Instrumentation,Low,percettiva,False,B,0.48181993229116715,0.33114967377151133,True,MI,9,1.0,,0.2503230654553782,0.010104583710930244
q118_1162034,Instrumentation,Low,percettiva,False,B,0.48181993229116715,0.33114967377151133,True,MI_balanced,9,,,0.0014937114884413071,-0.016060189971568044
q118_1162034,Instrumentation,Low,percettiva,False,B,0.48181993229116715,0.33114967377151133,True,UC_audio,5,1.0,,0.6244527290136481,-0.6244236503130047
q118_1162034,Instrumentation,Low,percettiva,False,B,0.48181993229116715,0.33114967377151133,True,UC_text,4,1.0,,1.2901636408289656,-0.17964338330271612
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9968936204367043,0.9968936204367043,True,MI,10,1.0,,0.9412503743139459,0.018823916137463696
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9968936204367043,0.9968936204367043,True,MI_balanced,10,1.0,,0.961554527496519,0.026736087854301347
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9968936204367043,0.9968936204367043,True,UC_audio,14,1.0,,0.9997231211868537,0.0028693704940619814
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9968936204367043,0.9968936204367043,True,UC_text,10,1.0,,0.9701616266683762,0.12671064715074212
q11_1093606,Harmony,High,analitica,True,A,0.4493442925550777,0.4493442925550777,True,MI,21,1.0,2.0,0.22214349201526126,0.5839349716235475
q11_1093606,Harmony,High,analitica,True,A,0.4493442925550777,0.4493442925550777,True,MI_balanced,21,1.0,1.0,0.6991838965348606,0.5101858258905474
q11_1093606,Harmony,High,analitica,True,A,0.4493442925550777,0.4493442925550777,True,UC_audio,13,1.0,,1.2533582396797307,-0.04361112198185926
q11_1093606,Harmony,High,analitica,True,A,0.4493442925550777,0.4493442925550777,True,UC_text,9,5.0,2.0,1.3771132902437881,1.0900124863841634
q120_1227239,Harmony,Medium,analitica,False,C,0.36891085543295127,0.25354847576867373,True,MI,16,2.0,,1.0113201391703046,-0.44870471979106663
q120_1227239,Harmony,Medium,analitica,False,C,0.36891085543295127,0.25354847576867373,True,MI_balanced,16,1.0,,1.072013530098225,-0.4808716775881136
q120_1227239,Harmony,Medium,analitica,False,C,0.36891085543295127,0.25354847576867373,True,UC_audio,15,5.0,12.0,0.5679389273120282,0.1518446665608904
q120_1227239,Harmony,Medium,analitica,False,C,0.36891085543295127,0.25354847576867373,True,UC_text,6,1.0,,1.2496730945946315,-0.42595176963493464
q121_1227239,Instrumentation,Low,percettiva,True,A,0.892859425131426,0.892859425131426,True,MI,12,2.0,,0.6261599241013739,0.1556619875764085
q121_1227239,Instrumentation,Low,percettiva,True,A,0.892859425131426,0.892859425131426,True,MI_balanced,12,1.0,,0.5337410009825055,0.24573467320694478
q121_1227239,Instrumentation,Low,percettiva,True,A,0.892859425131426,0.892859425131426,True,UC_audio,16,2.0,,0.8031877010613646,0.05684586819309171
q121_1227239,Instrumentation,Low,percettiva,True,A,0.892859425131426,0.892859425131426,True,UC_text,7,1.0,6.0,0.9646105126084882,0.5114467164843813
q122_114772,Structure,Medium,analitica,True,A,0.5693270163252577,0.5693270163252577,True,MI,19,3.0,14.0,0.38078004676007166,0.3280286652699485
q122_114772,Structure,Medium,analitica,True,A,0.5693270163252577,0.5693270163252577,True,MI_balanced,19,2.0,5.0,0.6689787330150558,0.2240727803721395
q122_114772,Structure,Medium,analitica,True,A,0.5693270163252577,0.5693270163252577,True,UC_audio,6,3.0,,1.2122155347857775,-0.31613550190376133
q122_114772,Structure,Medium,analitica,True,A,0.5693270163252577,0.5693270163252577,True,UC_text,2,1.0,,1.4564331786430171,0.056378323076003205
q123_114772,Harmony,Medium,analitica,True,A,0.875806416498655,0.875806416498655,True,MI,12,1.0,2.0,1.081027574415045,1.1515722635940049
q123_114772,Harmony,Medium,analitica,True,A,0.875806416498655,0.875806416498655,True,MI_balanced,12,1.0,1.0,1.0944660339410146,1.1544046902192382
q123_114772,Harmony,Medium,analitica,True,A,0.875806416498655,0.875806416498655,True,UC_audio,6,1.0,,0.604095117614803,0.0961338623410201
q123_114772,Harmony,Medium,analitica,True,A,0.875806416498655,0.875806416498655,True,UC_text,8,1.0,1.0,1.1082000379913666,0.5640278478243517
q124_114772,Musical Texture,Low,percettiva,True,A,0.8776738805912999,0.8776738805912999,True,MI,13,1.0,4.0,0.29707369786348065,0.5946392936159433
q124_114772,Musical Texture,Low,percettiva,True,A,0.8776738805912999,0.8776738805912999,True,MI_balanced,13,1.0,2.0,0.1841045311524658,0.6296664742523088
q124_114772,Musical Texture,Low,percettiva,True,A,0.8776738805912999,0.8776738805912999,True,UC_audio,6,1.0,,0.9189586313298694,0.023236042221238533
q124_114772,Musical Texture,Low,percettiva,True,A,0.8776738805912999,0.8776738805912999,True,UC_text,9,4.0,2.0,0.8939314851516718,0.7963498740944737
q125_187621,Functional Context,Low,knowledge,False,D,0.47922870594338474,0.2565126417305632,True,MI,8,4.0,2.0,1.2721521118782388,0.44375517244197515
q125_187621,Functional Context,Low,knowledge,False,D,0.47922870594338474,0.2565126417305632,True,MI_balanced,8,1.0,2.0,1.535742389681654,0.276552450591346
q125_187621,Functional Context,Low,knowledge,False,D,0.47922870594338474,0.2565126417305632,True,UC_audio,4,1.0,,2.7312475702799,-0.059462220304618715
q125_187621,Functional Context,Low,knowledge,False,D,0.47922870594338474,0.2565126417305632,True,UC_text,7,1.0,1.0,0.6597392161475949,1.1967867359953523
q126_187621,Mood and Expression,Low,knowledge,False,D,0.6602447279200956,0.21435007997960134,True,MI,12,,2.0,-0.3466424592252902,1.031757563786188
q126_187621,Mood and Expression,Low,knowledge,False,D,0.6602447279200956,0.21435007997960134,True,MI_balanced,12,,1.0,-0.510131025038151,1.1417997351355753
q126_187621,Mood and Expression,Low,knowledge,False,D,0.6602447279200956,0.21435007997960134,True,UC_audio,6,6.0,2.0,0.4911369224368494,0.7407701454730791
q126_187621,Mood and Expression,Low,knowledge,False,D,0.6602447279200956,0.21435007997960134,True,UC_text,5,,1.0,0.31888549977580743,1.3095514510329247
q127_187621,Instrumentation,Low,percettiva,True,A,0.9981405831521272,0.9981405831521272,True,MI,19,12.0,,0.43614358537554726,0.004622721441005413
q127_187621,Instrumentation,Low,percettiva,True,A,0.9981405831521272,0.9981405831521272,True,MI_balanced,19,4.0,,0.6884160817336891,0.008354394974601425
q127_187621,Instrumentation,Low,percettiva,True,A,0.9981405831521272,0.9981405831521272,True,UC_audio,8,3.0,,0.7944572216488088,8.282481834908902e-05
q127_187621,Instrumentation,Low,percettiva,True,A,0.9981405831521272,0.9981405831521272,True,UC_text,5,1.0,,0.9945480164313351,0.02130034582864449
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8727948838553453,0.8727948838553453,True,MI,9,,,0.08991880142388028,0.11039691377330416
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8727948838553453,0.8727948838553453,True,MI_balanced,9,,,0.052828332919278784,0.099482843107283
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8727948838553453,0.8727948838553453,True,UC_audio,5,1.0,,1.1109615755083804,-0.028960618499533953
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8727948838553453,0.8727948838553453,True,UC_text,7,2.0,2.0,0.99618153255833,0.40596693121214283
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.5303059713284595,0.5303059713284595,True,MI,20,1.0,9.0,0.9683813199062555,0.4121877382119988
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.5303059713284595,0.5303059713284595,True,MI_balanced,20,4.0,2.0,1.6384481809687623,0.6608207382271684
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.5303059713284595,0.5303059713284595,True,UC_audio,6,,,-0.010573588638472036,0.18369289377406653
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.5303059713284595,0.5303059713284595,True,UC_text,2,1.0,,1.892006826978221,-0.7611560270459035
q12_1093606,Instrumentation,Low,percettiva,False,D,0.6472717357549452,0.3057495185052565,True,MI,12,1.0,10.0,0.025506872750924187,0.3432754155125329
q12_1093606,Instrumentation,Low,percettiva,False,D,0.6472717357549452,0.3057495185052565,True,MI_balanced,12,,4.0,-0.009460478332370157,0.5593167619921346
q12_1093606,Instrumentation,Low,percettiva,False,D,0.6472717357549452,0.3057495185052565,True,UC_audio,13,1.0,,0.8681418387174109,0.0009555721025730633
q12_1093606,Instrumentation,Low,percettiva,False,D,0.6472717357549452,0.3057495185052565,True,UC_text,7,,3.0,0.07853529540915402,0.6814281358283798
q130_332470,Melody,Medium,analitica,False,B,0.8873097374673278,0.023646003561262847,True,MI,14,1.0,6.0,0.5782776720662455,0.608979964928265
q130_332470,Melody,Medium,analitica,False,B,0.8873097374673278,0.023646003561262847,True,MI_balanced,14,3.0,3.0,0.6462184794913098,0.799368622039921
q130_332470,Melody,Medium,analitica,False,B,0.8873097374673278,0.023646003561262847,True,UC_audio,3,1.0,,1.0430623845897578,0.036656919008500176
q130_332470,Melody,Medium,analitica,False,B,0.8873097374673278,0.023646003561262847,True,UC_text,6,2.0,2.0,0.7325699416059421,0.7415425284092658
q131_182074,Sound Texture,Low,percettiva,False,C,0.9530319133932975,0.019779546334983047,True,MI,13,1.0,4.0,0.35887379124264707,1.012705482676645
q131_182074,Sound Texture,Low,percettiva,False,C,0.9530319133932975,0.019779546334983047,True,MI_balanced,13,4.0,2.0,0.35701166286220326,1.1248695577390566
q131_182074,Sound Texture,Low,percettiva,False,C,0.9530319133932975,0.019779546334983047,True,UC_audio,7,1.0,,0.9690236744960231,0.0591453576562502
q131_182074,Sound Texture,Low,percettiva,False,C,0.9530319133932975,0.019779546334983047,True,UC_text,7,,2.0,0.0017680277130811052,1.1684300466674218
q132_182074,Instrumentation,Medium,percettiva,True,A,0.8906469114838105,0.8906469114838105,True,MI,15,1.0,3.0,0.7070041411551924,0.5175816599636227
q132_182074,Instrumentation,Medium,percettiva,True,A,0.8906469114838105,0.8906469114838105,True,MI_balanced,15,1.0,2.0,0.6979452975167383,0.5276332286630416
q132_182074,Instrumentation,Medium,percettiva,True,A,0.8906469114838105,0.8906469114838105,True,UC_audio,8,2.0,,0.8119236738120564,0.10305219009303182
q132_182074,Instrumentation,Medium,percettiva,True,A,0.8906469114838105,0.8906469114838105,True,UC_text,6,1.0,4.0,0.7545886418730572,0.65253572177927
q133_182074,Sound Texture,Low,percettiva,True,A,0.9407018574364121,0.9407018574364121,True,MI,13,1.0,,0.9939563871979035,0.10071175713951877
q133_182074,Sound Texture,Low,percettiva,True,A,0.9407018574364121,0.9407018574364121,True,MI_balanced,13,1.0,,1.0039811140392816,0.11618782576222181
q133_182074,Sound Texture,Low,percettiva,True,A,0.9407018574364121,0.9407018574364121,True,UC_audio,7,1.0,,0.955959624652749,0.007423127893521748
q133_182074,Sound Texture,Low,percettiva,True,A,0.9407018574364121,0.9407018574364121,True,UC_text,8,1.0,,1.0348539442789673,0.1912333600660394
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.36451349122010007,0.2838833924023056,True,MI,20,1.0,2.0,-0.290894336217244,0.5211101313725599
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.36451349122010007,0.2838833924023056,True,MI_balanced,20,,1.0,-0.03945019076005333,0.5691353403046542
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.36451349122010007,0.2838833924023056,True,UC_audio,9,1.0,,1.3735805556012282,0.23718605938332818
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.36451349122010007,0.2838833924023056,True,UC_text,7,,1.0,-0.13911759249669578,0.37916102859899087
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.8819985930622302,0.8819985930622302,True,MI,19,1.0,6.0,0.6220006546438556,0.47858431224437664
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.8819985930622302,0.8819985930622302,True,MI_balanced,19,3.0,3.0,0.8176777610972219,0.5176944814461114
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.8819985930622302,0.8819985930622302,True,UC_audio,10,1.0,,0.881945689129987,0.05295205767070159
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.8819985930622302,0.8819985930622302,True,UC_text,7,1.0,,0.9309101169545374,0.44091418171446134
q136_172015,Instrumentation,Low,percettiva,True,A,0.9732384537947597,0.9732384537947597,True,MI,21,1.0,,0.8068089824982239,-0.012784213193661456
q136_172015,Instrumentation,Low,percettiva,True,A,0.9732384537947597,0.9732384537947597,True,MI_balanced,21,1.0,,0.8571734758297793,-0.019602670409259712
q136_172015,Instrumentation,Low,percettiva,True,A,0.9732384537947597,0.9732384537947597,True,UC_audio,11,1.0,,0.8705423646933269,-0.0027339199180926935
q136_172015,Instrumentation,Low,percettiva,True,A,0.9732384537947597,0.9732384537947597,True,UC_text,5,1.0,,1.0159233835292678,0.0021698115728738107
q137_250001,Functional Context,Low,knowledge,True,A,0.9853046451512801,0.9853046451512801,True,MI,23,1.0,,0.7696917737256512,0.06781554720226027
q137_250001,Functional Context,Low,knowledge,True,A,0.9853046451512801,0.9853046451512801,True,MI_balanced,23,1.0,,0.8195368871139077,0.1361404639969875
q137_250001,Functional Context,Low,knowledge,True,A,0.9853046451512801,0.9853046451512801,True,UC_audio,10,1.0,,0.9246376590027517,0.02737139431999027
q137_250001,Functional Context,Low,knowledge,True,A,0.9853046451512801,0.9853046451512801,True,UC_text,3,1.0,,0.915759644715819,-0.0013672283567698214
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8504782660074559,0.8504782660074559,True,MI,8,1.0,,0.4475901110292614,0.18332800806160174
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8504782660074559,0.8504782660074559,True,MI_balanced,8,4.0,,0.3991163047154311,0.20560650180749257
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8504782660074559,0.8504782660074559,True,UC_audio,8,1.0,,0.7951822974447064,0.0464184861379914
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8504782660074559,0.8504782660074559,True,UC_text,6,3.0,2.0,0.8486020677663203,0.6766802674548776
q139_250001,Performance,Medium,analitica,True,A,0.48554016645097947,0.48554016645097947,True,MI,18,,3.0,-0.3862355241939993,1.3653276144118593
q139_250001,Performance,Medium,analitica,True,A,0.48554016645097947,0.48554016645097947,True,MI_balanced,18,,2.0,-0.10337231903073558,1.590322653693398
q139_250001,Performance,Medium,analitica,True,A,0.48554016645097947,0.48554016645097947,True,UC_audio,8,,,0.25468622942000424,0.24470284781540066
q139_250001,Performance,Medium,analitica,True,A,0.48554016645097947,0.48554016645097947,True,UC_text,7,2.0,2.0,0.8452669771027002,1.359444987100198
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9898359860147451,0.9898359860147451,True,MI,15,1.0,,0.9834638121506362,0.04575521535929832
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9898359860147451,0.9898359860147451,True,MI_balanced,15,1.0,,0.9856939070145329,0.05978775397000867
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9898359860147451,0.9898359860147451,True,UC_audio,13,1.0,,0.9865425607921543,0.0007365783987269806
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9898359860147451,0.9898359860147451,True,UC_text,7,1.0,,0.9917211458323785,0.042608266574266994
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.49171754910529836,0.49171754910529836,True,MI,11,1.0,4.0,0.30723323249274537,0.3948502089987304
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.49171754910529836,0.49171754910529836,True,MI_balanced,11,8.0,,0.3500270072329457,0.1693142716337192
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.49171754910529836,0.49171754910529836,True,UC_audio,9,1.0,,1.302293740985732,0.23531203321489963
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.49171754910529836,0.49171754910529836,True,UC_text,5,2.0,2.0,0.49874475887484604,0.9047100194842245
