sample_id,idx,question,category,difficulty,macro_family,model_answer,correct_answer_letter,correct,a_shap,t_shap,uc_audio_l1,mi_audio_l1,uc_text_l1,mi_text_l1,uc_audio_sum,mi_audio_sum,uc_text_sum,mi_text_sum,base_ucmi,uc_stem_drums,mi_stem_drums,uc_stem_bass,mi_stem_bass,uc_stem_other,mi_stem_other,uc_stem_vocals,mi_stem_vocals,uc_time_seg0,mi_time_seg0,uc_time_seg1,mi_time_seg1,uc_time_seg2,mi_time_seg2,uc_time_seg3,mi_time_seg3,uc_time_seg4,mi_time_seg4,uc_time_seg5,mi_time_seg5,uc_time_seg6,mi_time_seg6,uc_time_seg7,mi_time_seg7
q113_1327741,112,Which country do you think the music is from?,Historical and Cultural Context,Low,knowledge,A,A,True,0.14915572232645405,0.8508442776735459,0.49288775557672343,0.3502916317470702,2.3207392690876856,0.0,-0.22278439360026542,-0.3144257836936815,-0.18913247907587427,0.0,,0.04188446931656,0.01793292402669433,0.093167211671669,-0.017419733578202604,-0.3420920838055857,-0.26452402079538095,-0.01574399078290873,-0.05041495334679229,0.08960265397128356,0.008833867398745367,0.055978645351770634,-0.03885886803650331,-0.09978644246349118,-0.02763424636543005,-0.08450901092892851,-0.039222552227615545,-0.05951130678090368,-0.04528025010112014,0.0123661961981428,-0.04737936274599289,-0.0814532037332249,-0.042992210809206954,-0.05547192521491413,-0.081892160806558
q114_1327741,113,What kind of scale is used in the guitar motif?,Melody,High,analitica,C,A,False,0.23055859802847758,0.7694414019715223,0.426263035572701,0.6008058364105753,2.6496345460849855,0.0,-0.1997720417189473,0.2789272154946505,1.887113075335162,0.0,,-0.03768736869239847,-0.1609393104579624,0.0958507449010149,0.02638903864204576,-0.2753301699534257,0.36500246337121894,0.017394752025861927,0.0484750239393482,0.07201349604122459,0.011747239503514625,0.06195328278880873,0.0,-0.08525072469908006,0.04793404194045668,-0.07663053290886904,0.03910775282613855,-0.08019175646183752,0.018498886629569014,0.0,0.043870665186656124,-0.07475204139218862,0.031883102907944154,-0.016913765087005456,0.08588552650037132
q115_1327741,114,Which piano technique predominantly is used during the accompaniment?,Musical Texture,Medium,percettiva,D,A,False,0.11878980891719743,0.8812101910828026,0.5155855907866078,0.04560165959742013,4.932604343844151,0.0,-0.22146396047243794,-0.04560165959742013,4.731845520145049,0.0,,0.029569817698660676,-0.019274330033765295,0.11322374493509799,-0.0007426783103391017,-0.3685247756295229,-0.0033933545226940524,0.004267252523326288,-0.02219129673062168,0.0705461668879859,-0.036166289967212766,0.06274465830489571,-0.028201187752457946,-0.08929343305786298,0.030934717827748755,-0.08161864485853954,0.02827923748636703,-0.10032088997240823,-0.07438861902653733,0.02563548048136524,-0.017601657383431817,-0.07804323182264125,0.05095029899056927,-0.031114066435232752,0.0005918402275346766
q116_1162034,115,What type of harmonic progression predominates in the song?,Harmony,High,analitica,C,A,False,0.278580814717477,0.721419185282523,0.4067763570709299,0.6740835824654741,4.1229545666637035,0.0,-0.1836556959474172,0.6740835824654741,4.1229545666637035,0.0,,-0.01891088006079505,0.0827185820629931,0.11078426683942807,0.07760837446568039,-0.2763051464483785,0.41877531109153154,0.0007760637223282671,0.09498131484526905,0.08484879449019987,0.19575960205490806,0.05968516693674258,0.046128761258111176,-0.08479222599682854,0.03157612992598029,-0.08292819241825797,0.04565196707431994,-0.0628914672079723,0.18961979738435164,0.029542463402159658,0.09534824405586156,-0.09002709266107094,0.004636165563387636,-0.03709314249238956,0.06536291514855377
q117_1162034,116,There is a motif that is constantly repeated throughout the solo. Do you know which one?,Melody,High,analitica,A,A,True,0.21541950113378686,0.7845804988662132,0.43167376218614,0.09264118407121738,1.6783424446760566,0.0,-0.15780676500106755,0.01647324544634362,0.7034136304241945,0.0,,0.02945858901151056,-0.038083969312436884,0.10747490958102567,0.020001795956955552,-0.29398337511396144,0.014984071716957745,-0.0007568884796423491,0.019571347084867206,0.09899724583804283,0.006119283962119035,0.05513267434484004,-0.02561379397376086,-0.09495630239319142,0.03948384010106552,-0.07361498615275122,0.04149252231281429,-0.05528411796452853,-0.020906768210105273,0.025487388606829052,-0.0761349194079783,-0.08372216371735092,0.00926968021718022,-0.02984650356295739,0.042763400445008995
q118_1162034,117,What kind of jazz ensemble plays the song?,Instrumentation,Low,percettiva,A,A,True,0.17604049493813273,0.8239595050618672,0.4299420355773767,0.3030827074721912,1.302484376348297,0.0,-0.1460014877816492,0.21644789961476002,0.8953238148168576,0.0,,0.050074028695176194,0.025235300260583432,0.09189624520268758,-0.02016800796591134,-0.2722762255131743,0.23453000328289214,-0.015695536166338644,-0.02314939596280423,0.08794629657169002,0.0018465107139273435,0.055493271860105116,0.0007261827832157688,-0.092797952681569,0.01693701584814178,-0.0725043420020317,0.0436400842096651,-0.047771404416318636,0.03754871152409249,0.02551520085203499,0.03985519888062766,-0.07064605710037024,0.035275947569159874,-0.03123650086518978,0.040618248085929974
q119_1227239,118,What impression does the singer aim to create with her singing style?,Mood and Expression,Low,knowledge,A,A,True,0.19890510948905107,0.8010948905109488,0.5184303529929905,0.5660914737489968,4.5815013442400705,0.0,-0.1945336610278587,-0.13437367859374194,4.47956100864438,0.0,,0.0574985964778687,0.08783336763439663,0.10444974950469718,0.022734545476669893,-0.3564820070104246,-0.3502325761713694,0.0,0.10529098446656093,0.07706384760157158,-0.0632154202791371,0.05668022342032035,0.0,-0.09335521984179339,0.044172620612107485,-0.07153345599890287,-0.030323539401605384,-0.05379125478031487,0.01191286529715073,0.027132792142691257,-0.049060313312426995,-0.07700885076036836,-0.009410349064747095,-0.05972174281106239,-0.03844954244508361
q11_1093606,10,What note of the chords does the bass play during the verse?,Harmony,High,analitica,A,A,True,0.16666666666666669,0.8333333333333334,0.38291307303294975,0.8032367688275392,2.714619087271807,0.0,-0.1679058421484347,0.4782959337470903,1.5522209230335058,0.0,,-0.0034814998472597267,-0.08454775301384965,0.1013037452607981,-0.02043247867508484,-0.2719279577434325,0.6407663512873147,0.006199870181459408,-0.057490185851290024,0.10303277689260103,0.1034398952107769,0.0437828830601972,0.02151517192560278,-0.08430423251612616,0.03701306769472586,-0.06809371038577959,0.08812608304526677,-0.04498983812534435,0.1506365139878166,0.012079813688890443,-0.010752013958478503,-0.08475856848932649,0.037271219930259905,-0.04465496627354676,0.05104599591111995
q120_1227239,119,There is a chord that is out of key. Do you know which one?,Harmony,Medium,analitica,A,A,True,0.27217553688141927,0.7278244631185807,0.4164428994197552,0.45756700861833854,2.295524359281572,0.0,-0.11308775432924098,0.4179727843551919,1.9227333828579674,0.0,,0.04419169648751047,0.005259067892883846,0.10748587605774665,-0.019797112131573306,-0.2508703715928568,0.4303435204708941,-0.013894955281641306,0.002167308122987339,0.09872741319671671,0.06524488569045035,0.05947136763802481,0.0,-0.09116876503970621,0.03965692022093779,-0.06923274560656462,0.09893654452618768,-0.037132507429558606,0.10986455636037815,0.025924751187743428,0.019233938774771295,-0.0671425387501814,0.0509380409623764,-0.03253472952571512,0.03409789782009033
q121_1227239,120,Which instrument stands out at the front of the mix?,Instrumentation,Low,percettiva,C,A,False,0.24214343271555197,0.757856567284448,0.44156566543229037,0.2761182373684537,3.5892716202812807,0.0,-0.22029683287779878,0.15179559566336526,2.3619270342125565,0.0,,0.012701474043909172,0.13514729262359612,0.09793294223333664,0.04297846169567757,-0.32672263991996664,0.035831162196635805,-0.004208609235077942,-0.06216132085254421,0.08521182957010666,0.19225877492593488,0.06941995668605624,0.053461899261535155,-0.07653757572967904,0.04422293276203937,-0.09330611092286378,-0.017661910739292623,-0.09059818227027162,-0.07032118882771958,0.014675788671389231,-0.015848859377500128,-0.08582061747424825,0.02409243293828702,-0.04334192140828824,-0.05840848527991882
q122_114772,121,What is the main part of this song?,Structure,Medium,analitica,C,A,False,0.28625134264232005,0.7137486573576799,0.42243920937531637,0.43414246041666427,2.008865735792562,0.0,-0.2238504517407638,0.30805589455529697,1.6409960814911368,0.0,,-0.010682493650561023,0.0634629979396218,0.09929437881727629,-0.007674001266960636,-0.2972439291166723,0.3076361795463588,-0.01521840779080673,-0.055369281663723034,0.06133114107777694,0.02388782907614924,0.05820852017745558,0.05980374746022804,-0.09059564619013205,0.11407868614556384,-0.09036529871341166,0.0,-0.07881865860701923,0.04082394022595891,0.01448794368801299,0.017703912588565317,-0.06534751596437947,0.06286212102402021,-0.03275093720906687,-0.011104341965188638
q123_114772,122,How would you describe the comping style of the double bass?,Harmony,Medium,analitica,A,A,True,0.17133757961783436,0.8286624203821656,0.4175293615201397,0.45832765189732844,2.4886078643016747,0.0,-0.20371139305624106,-0.10716366452590456,2.411256649267865,0.0,,-0.00244216711825776,-0.26309210366999947,0.10690898423194933,-0.019653554541617036,-0.3052486695546575,0.159462960022962,-0.0029295406152751256,0.016119033662749936,0.09433691241611702,-0.04557417900388297,0.04196988827557091,-0.07276982853909203,-0.0995113237500494,-0.02213179513148853,-0.07380396198040094,0.03514665034185311,-0.043229315576639955,0.04855046304097649,0.013689171509999641,-0.008336619338752425,-0.08948273448383495,-0.01942527401939876,-0.047680029467003386,-0.0226230818761195
q124_114772,123,What effect does the piano aim to create when playing the pedal point?,Musical Texture,Low,percettiva,A,A,True,0.17684108527131784,0.8231589147286822,0.4155902813292439,0.3227331477416232,4.738619496195316,0.0,-0.1643406301270165,0.022813610501925093,3.7238231022550132,0.0,,0.02266741901060485,-0.08380271587929876,0.10295740659050887,-0.053510715275241205,-0.28669028371111105,0.17277337912177415,-0.0032751720170191706,-0.01264633746530908,0.09863020579934234,0.010897266456329368,0.05432721253781017,-0.009046173897883578,-0.09654226720289266,-0.011934390384735705,-0.07509141953059566,0.037745192401117185,-0.04185557808439795,0.06253731297540047,0.022467325437649396,-0.01096396218863643,-0.0886558764660921,-0.04190888186125654,-0.037620232617840005,-0.014512752998409657
q125_187621,124,What is the main purpose of this song?,Functional Context,Low,unknown,D,A,False,0.20261066969353003,0.79738933030647,0.5334465358955063,0.3369870733209696,4.699400069958777,0.0,-0.1460814750694045,0.3369870733209696,4.699400069958777,0.0,,0.04781344971069521,0.07087620342519009,0.12677457475404239,0.008989415480873526,-0.3397640054824554,0.23986223298894108,0.01909450594831331,0.017259221425964946,0.0856811589742571,0.10739052708913577,0.06707679244615619,0.02088431363284745,-0.08770258920193028,0.015409310872087668,-0.06328389072955161,0.057367228834712375,-0.0660286071241422,0.14165614459344544,0.024961099230824034,-0.021135434414220226,-0.07711138864356304,0.04090359055870202,-0.02967405002145466,-0.02548860784574085
q126_187621,125,What emotion is mainly conveyed in this song?,Mood and Expression,Low,knowledge,B,A,False,0.22631578947368422,0.7736842105263159,0.5925198685383687,0.7414253215412773,3.171241657539648,0.0,-0.28858672237019956,0.7011694410823773,2.6626015960775447,0.0,,0.060280886408184894,0.08145980319044366,0.0916856866758997,0.031146844570633943,-0.4405532954542841,0.6086907335507497,0.0,-0.020127940229450005,0.07133745140947861,0.2624635131482903,0.050685527024880904,0.06774789892941167,-0.10121604961051937,0.07134022685637886,-0.09622973957196121,0.03151035307724876,-0.08772643997410556,0.2295312126262573,0.01616493939358012,0.030352908252026686,-0.07626312373311109,0.11195714086238265,-0.06533928730844196,-0.10373381266961898
q127_187621,126,Which instrumental section give this tune its unique sound?,Instrumentation,Low,percettiva,C,A,False,0.38453038674033146,0.6154696132596685,0.5307767206138091,0.3352105452797932,2.8283347830429255,0.0,-0.32245630640144757,-0.2429622531229123,2.501501786020801,0.0,,-0.04787839544464891,-0.22312152392186488,0.10097775961229188,0.035493596041912545,-0.3787381180629794,-0.06596487527948791,0.003182447493888836,0.010630550036527908,0.05760466621818024,0.0007122125031876203,0.03971850966798127,-0.01860211295208654,-0.10162652102688967,-0.029732183177990368,-0.09760042040640717,-0.05114818991683214,-0.08530516372806977,0.03662803633516886,0.017866449355507557,0.04795708535298035,-0.09765732307096105,-0.08673224217835775,-0.05545650341078904,-0.14204485908898237
q128_332470,127,Why would you say this is a rumba?,Metre and Rhythm,Medium,percettiva,A,A,True,0.31670822942643395,0.6832917705735662,0.4907431917320405,0.27642642781008425,4.861572360334928,0.0,-0.1961352136129325,-0.23316232272050819,4.47454322431678,0.0,,0.015515080879638543,-0.10735825375749344,0.11611807143673647,0.02163205254478802,-0.3434392026724865,-0.14743612150780278,0.015670836743178995,0.0,0.07970671205662286,0.0030491329244109553,0.04033717403692534,-0.07338239143264112,-0.08477401454229742,-0.052664141741266435,-0.056337683484956616,0.005775265515247322,-0.044667078209682604,0.05683519789394016,0.012953876982670155,-0.07209902061209988,-0.09764409437318253,-0.06488336059358712,-0.04571010607903168,-0.035793004674512095
q129_332470,128,Which country do you think this music is from?,Historical and Cultural Context,Low,knowledge,B,A,False,0.1607142857142857,0.8392857142857143,0.6805647345397384,0.16719610933723125,2.532074408541371,0.0,-0.3548161375263287,0.14046632253421817,-0.5168304664444971,0.0,,0.07326121577288448,0.0989368046405502,0.08961308273382036,0.023731712028290095,-0.5176904360330336,0.03116269926688441,0.0,-0.013364893401506527,0.04715270506376655,0.06726521783959084,0.04623324272837008,0.03889057617224031,-0.09966585222761333,0.016025253351007716,-0.10174893360707055,-0.008814872966325292,-0.11832859079160563,0.01766011058261207,0.020582288608932034,0.019143603270214374,-0.08984476422985135,-0.003745397361421784,-0.05919623307125653,-0.005958168353700062
q12_1093606,11,What instrument plays the lead sound in the introduction?,Instrumentation,Low,percettiva,D,A,False,0.1795933734939759,0.820406626506024,0.5108931060033342,0.33100542508934017,4.393810002709034,0.0,-0.26565365225661464,-0.1680801172433515,4.067194559993133,0.0,,-0.015158413222077678,0.06287280630738057,0.12261972687335973,0.018589847615613764,-0.36983202564250495,-0.2205756222505702,-0.003282940265391802,-0.028967148915775648,0.0901609710673164,-0.02022435773245933,0.03643110482380636,-0.0005608781594040289,-0.1275174514855554,-0.020386943391321747,-0.08273110330278988,-0.06709308633997751,-0.0736583586399295,0.034068066029670274,0.02069827590531665,0.07770234915408067,-0.09559662154726396,-0.038124519900937584,-0.03344046907751532,-0.13346074690300225
q130_332470,129,What intervals create dissonance in the background guitar?,Melody,Medium,analitica,B,A,False,0.09233305853256389,0.9076669414674361,0.5935059160666496,0.45379297757749804,3.89291138124046,0.0,-0.3704378857052237,0.18027792916989013,3.6457736680456736,0.0,,0.028284506352570574,-0.06911691844391718,0.08324950882814242,-0.04164436771415461,-0.48197190088593667,0.3170354533736941,0.0,-0.02599623804573217,0.0304035138877146,0.04671313587760197,0.039859580593927954,-0.00859658702599013,-0.11060045960990461,-0.019074138778494447,-0.09879442028851657,0.0,-0.11248361871707074,0.09499184059214803,0.017838247697319565,0.05029764422123894,-0.0838626614334643,0.01681180298131812,-0.05279806783522961,-0.0008657686979323294
q131_182074,130,What technique does this introduction aim to recreate?,Sound Texture,Low,percettiva,C,A,False,0.27415254237288134,0.7258474576271187,0.4897917396724251,0.270428587749799,4.069521619650836,0.0,-0.23784836554455133,0.06019238639519686,2.6669426639469056,0.0,,0.0077522637621648995,0.160605467119562,0.10091066321467185,-0.04039274998743062,-0.3638200526084882,0.004705019952935929,0.01730876008710017,-0.06472535068987045,0.05637353353724738,0.040447010379737844,0.05716647141637595,0.039700756816133415,-0.08937214322414344,-0.03810634369155912,-0.08965768331869019,-0.07182120484069626,-0.09169179103854552,0.015756889967224325,0.027284196755673226,0.053179595921072936,-0.07308603158801717,0.028985910694386493,-0.03486491808445153,-0.007950228851102751
q132_182074,131,What gives the drums their unique house jazz sound?,Instrumentation,Medium,percettiva,A,A,True,0.12304866850321397,0.8769513314967861,0.41036484997770073,0.3748028694997929,4.556859780705044,0.0,-0.13737418880091276,0.28693599147096194,3.5676100733333063,0.0,,0.037584266791816284,0.044389244879345494,0.09891106379657769,0.006648241595884133,-0.2733269576739152,0.27983194401014777,-0.0005425617153915485,-0.04393343901441551,0.08837165791250892,0.050040742116078646,0.05925374372015778,0.030337205981314723,-0.07820547302481773,0.035589068737163894,-0.07751067904597247,-0.01502105804949144,-0.04114606489975245,0.07500641672556808,0.027571638424487767,0.04745078046955149,-0.08693675743567848,0.04494612635897347,-0.02877225445184611,0.018586709131803034
q133_182074,132,"What might be a reason this song is called ""Scattered Knowledge""?",Sound Texture,Low,percettiva,A,A,True,0.3624269954574951,0.637573004542505,0.388874293769789,0.6154353693294046,6.475658289748395,0.0,-0.14273408343024455,0.15929240798005176,4.955938759845683,0.0,,0.02023763085206453,-0.15156144475348093,0.10283247431770767,-0.07651003592119543,-0.2633911855022705,0.37313547982970596,-0.0024130030977462715,0.01422840882502215,0.09914499430407123,0.09327319981492686,0.05145181923669857,-0.03375504248954848,-0.09166411451608095,0.018764092036835992,-0.06817185952433237,0.034629252301031005,-0.03162413546508876,0.1427256123134774,0.022906317294325074,-0.07569396992263792,-0.08873965989546528,-0.03976542419480078,-0.03603744486437205,0.019114688120767685
