sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7751847285558952,0.12265203474023631,True,MI_balanced,8,1.0,,0.8669618103868302,0.18584409273544783
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7751847285558952,0.12265203474023631,True,UC_audio,6,1.0,,0.9003852756664134,0.12691226563004296
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7751847285558952,0.12265203474023631,True,UC_text,7,4.0,2.0,0.8415164036075464,0.6716258235648442
q113_1327741,Historical and Cultural Context,Low,knowledge,False,C,0.41711562714900596,0.2163967366523402,True,MI,12,1.0,,1.2035791005174332,-0.024225697852260482
q113_1327741,Historical and Cultural Context,Low,knowledge,False,C,0.41711562714900596,0.2163967366523402,True,MI_balanced,12,1.0,,1.2067649267516223,-0.020094369336434884
q113_1327741,Historical and Cultural Context,Low,knowledge,False,C,0.41711562714900596,0.2163967366523402,True,UC_audio,9,1.0,,1.0158491338278168,-0.01243890738775441
q113_1327741,Historical and Cultural Context,Low,knowledge,False,C,0.41711562714900596,0.2163967366523402,True,UC_text,5,1.0,1.0,1.7171422466044217,2.341152223236719
q114_1327741,Melody,High,analitica,False,B,0.6513264858855817,0.0457302969368044,True,MI,10,1.0,,1.0789922833087746,-0.0433025930333746
q114_1327741,Melody,High,analitica,False,B,0.6513264858855817,0.0457302969368044,True,MI_balanced,10,1.0,,1.0801234347396442,-0.04191283578479858
q114_1327741,Melody,High,analitica,False,B,0.6513264858855817,0.0457302969368044,True,UC_audio,6,1.0,,0.9790634697287006,-0.022652082073664963
q114_1327741,Melody,High,analitica,False,B,0.6513264858855817,0.0457302969368044,True,UC_text,6,1.0,2.0,0.7961743830817721,0.482043931702121
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4064743499275455,0.29738298717291856,True,MI,5,1.0,,1.8158402331140566,-0.12477175656870634
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4064743499275455,0.29738298717291856,True,MI_balanced,5,1.0,,1.8064787249261252,-0.17721547521456538
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4064743499275455,0.29738298717291856,True,UC_audio,6,1.0,,2.149587821248723,0.10171924331224544
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4064743499275455,0.29738298717291856,True,UC_text,3,3.0,1.0,0.8469237092078735,2.359390827064301
q116_1162034,Harmony,High,analitica,False,C,0.5691084056203629,0.3674440034665144,True,MI,8,1.0,,0.7729185884020046,-0.02064374123968943
q116_1162034,Harmony,High,analitica,False,C,0.5691084056203629,0.3674440034665144,True,MI_balanced,8,1.0,,0.7682695406126532,-0.02215973168846732
q116_1162034,Harmony,High,analitica,False,C,0.5691084056203629,0.3674440034665144,True,UC_audio,9,1.0,,0.6089024819255408,-0.016912745813176987
q116_1162034,Harmony,High,analitica,False,C,0.5691084056203629,0.3674440034665144,True,UC_text,3,,,-0.4977561555317751,0.2128272846475972
q117_1162034,Melody,High,analitica,False,D,0.7514699309612,0.10170039595043179,True,MI,8,1.0,,0.9860548108943464,0.05583577652722751
q117_1162034,Melody,High,analitica,False,D,0.7514699309612,0.10170039595043179,True,MI_balanced,8,1.0,,0.9859580033088747,0.05544257556843113
q117_1162034,Melody,High,analitica,False,D,0.7514699309612,0.10170039595043179,True,UC_audio,5,1.0,,0.9193270021373999,0.018823412542078255
q117_1162034,Melody,High,analitica,False,D,0.7514699309612,0.10170039595043179,True,UC_text,9,1.0,4.0,0.9081161809148258,0.4706266878475939
q118_1162034,Instrumentation,Low,percettiva,False,B,0.5482156457412551,0.221499143723151,True,MI,11,1.0,,0.8706899116932187,0.04584985194115735
q118_1162034,Instrumentation,Low,percettiva,False,B,0.5482156457412551,0.221499143723151,True,MI_balanced,11,1.0,,0.8730115446913865,0.046073791404353075
q118_1162034,Instrumentation,Low,percettiva,False,B,0.5482156457412551,0.221499143723151,True,UC_audio,6,1.0,,0.8858664408257005,0.12002860795114546
q118_1162034,Instrumentation,Low,percettiva,False,B,0.5482156457412551,0.221499143723151,True,UC_text,3,1.0,1.0,0.7122849743436152,0.7800654380700889
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9463841653345347,0.9463841653345347,True,MI,7,1.0,,1.0234251532234553,0.057332555576385634
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9463841653345347,0.9463841653345347,True,MI_balanced,7,1.0,,1.0232119873623906,0.05747852113041744
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9463841653345347,0.9463841653345347,True,UC_audio,7,1.0,,1.013603114168317,0.02853652436562423
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9463841653345347,0.9463841653345347,True,UC_text,8,3.0,3.0,0.7893223901195701,0.8761688782016848
q11_1093606,Harmony,High,analitica,False,C,0.419020840522857,0.3263337587224393,True,MI,9,1.0,,0.8514224739684902,0.2253196371556693
q11_1093606,Harmony,High,analitica,False,C,0.419020840522857,0.3263337587224393,True,MI_balanced,9,1.0,,0.8525133187866427,0.22908961980115541
q11_1093606,Harmony,High,analitica,False,C,0.419020840522857,0.3263337587224393,True,UC_audio,6,1.0,,0.8021482950228352,0.16306689760127865
q11_1093606,Harmony,High,analitica,False,C,0.419020840522857,0.3263337587224393,True,UC_text,6,,6.0,-0.6183313560172449,0.46200029805447657
q120_1227239,Harmony,Medium,analitica,False,C,0.6487244607361283,0.14474999281625608,True,MI,11,1.0,,0.8928376963462517,0.07471832272144943
q120_1227239,Harmony,Medium,analitica,False,C,0.6487244607361283,0.14474999281625608,True,MI_balanced,11,1.0,,0.9021967453269196,0.07342697951343029
q120_1227239,Harmony,Medium,analitica,False,C,0.6487244607361283,0.14474999281625608,True,UC_audio,7,1.0,,0.8669062396434175,0.021285669799918625
q120_1227239,Harmony,Medium,analitica,False,C,0.6487244607361283,0.14474999281625608,True,UC_text,4,1.0,,1.2721135818344051,0.10015027520904786
q121_1227239,Instrumentation,Low,percettiva,True,A,0.5633251661875301,0.5633251661875301,True,MI,6,1.0,,0.9441806070060302,0.18366489869637942
q121_1227239,Instrumentation,Low,percettiva,True,A,0.5633251661875301,0.5633251661875301,True,MI_balanced,6,1.0,,0.958536773295654,0.18366489869637942
q121_1227239,Instrumentation,Low,percettiva,True,A,0.5633251661875301,0.5633251661875301,True,UC_audio,8,1.0,,0.9544841484125919,0.1776828688313377
q121_1227239,Instrumentation,Low,percettiva,True,A,0.5633251661875301,0.5633251661875301,True,UC_text,8,4.0,1.0,0.4738171197604009,1.3280595448075512
q122_114772,Structure,Medium,analitica,False,C,0.38042647130990603,0.045435462675776125,True,MI,7,1.0,,1.6404599777035571,-0.5618996885660491
q122_114772,Structure,Medium,analitica,False,C,0.38042647130990603,0.045435462675776125,True,MI_balanced,7,1.0,,1.6469416191014912,-0.5731671489585882
q122_114772,Structure,Medium,analitica,False,C,0.38042647130990603,0.045435462675776125,True,UC_audio,4,1.0,,1.461378259106609,-0.46071164828264716
q122_114772,Structure,Medium,analitica,False,C,0.38042647130990603,0.045435462675776125,True,UC_text,5,1.0,2.0,2.2470618886976674,-1.1938948949096566
q123_114772,Harmony,Medium,analitica,True,A,0.8838326618428601,0.8838326618428601,True,MI,4,1.0,,1.0117262713515207,-0.044617247940871504
q123_114772,Harmony,Medium,analitica,True,A,0.8838326618428601,0.8838326618428601,True,MI_balanced,4,1.0,,1.0143153293075566,-0.04095960318980606
q123_114772,Harmony,Medium,analitica,True,A,0.8838326618428601,0.8838326618428601,True,UC_audio,8,1.0,,1.038537055412453,-0.029776951780816373
q123_114772,Harmony,Medium,analitica,True,A,0.8838326618428601,0.8838326618428601,True,UC_text,6,3.0,1.0,0.845990098779666,1.2451860127438237
q124_114772,Musical Texture,Low,percettiva,False,C,0.9428895004106321,0.0454993980858812,True,MI,9,1.0,,0.9759829547354578,0.017918246593319597
q124_114772,Musical Texture,Low,percettiva,False,C,0.9428895004106321,0.0454993980858812,True,MI_balanced,9,1.0,,0.9742564184867256,0.020340359652020277
q124_114772,Musical Texture,Low,percettiva,False,C,0.9428895004106321,0.0454993980858812,True,UC_audio,7,1.0,,0.9664619705527685,0.010169960811698226
q124_114772,Musical Texture,Low,percettiva,False,C,0.9428895004106321,0.0454993980858812,True,UC_text,9,3.0,1.0,0.7081258626063073,1.173456747682182
q125_187621,Functional Context,Low,knowledge,False,B,0.5749464648072835,0.16995385036924837,True,MI,11,4.0,,0.6069336295132924,0.15171240615555612
q125_187621,Functional Context,Low,knowledge,False,B,0.5749464648072835,0.16995385036924837,True,MI_balanced,11,4.0,,0.5998779236654456,0.1518313171630713
q125_187621,Functional Context,Low,knowledge,False,B,0.5749464648072835,0.16995385036924837,True,UC_audio,6,,,0.39607873937571386,0.1844563378205522
q125_187621,Functional Context,Low,knowledge,False,B,0.5749464648072835,0.16995385036924837,True,UC_text,4,1.0,,1.2288297200570197,0.12693158794813908
q126_187621,Mood and Expression,Low,knowledge,False,B,0.563628306949103,0.3418578488465541,True,MI,8,1.0,,0.8930066650317486,0.23468525908508273
q126_187621,Mood and Expression,Low,knowledge,False,B,0.563628306949103,0.3418578488465541,True,MI_balanced,8,1.0,,0.8908133500695801,0.23479204723369768
q126_187621,Mood and Expression,Low,knowledge,False,B,0.563628306949103,0.3418578488465541,True,UC_audio,7,1.0,,1.0450134480353401,0.23236056458593937
q126_187621,Mood and Expression,Low,knowledge,False,B,0.563628306949103,0.3418578488465541,True,UC_text,7,1.0,2.0,0.5075533257542647,0.9320687750185882
q127_187621,Instrumentation,Low,percettiva,False,C,0.8375556627354236,0.09695410521843162,True,MI,9,1.0,,0.9016188925653824,0.020739105023180594
q127_187621,Instrumentation,Low,percettiva,False,C,0.8375556627354236,0.09695410521843162,True,MI_balanced,9,1.0,,0.9030775791626555,0.018586574220398125
q127_187621,Instrumentation,Low,percettiva,False,C,0.8375556627354236,0.09695410521843162,True,UC_audio,9,1.0,,0.8172706064234718,0.001559107994728153
q127_187621,Instrumentation,Low,percettiva,False,C,0.8375556627354236,0.09695410521843162,True,UC_text,6,1.0,2.0,1.1648055359303193,0.7625292132770696
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8747994642074111,0.8747994642074111,True,MI,7,1.0,,1.0556387819676951,0.0060419810182449595
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8747994642074111,0.8747994642074111,True,MI_balanced,7,1.0,,1.0537098821711786,0.0060419810182449595
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8747994642074111,0.8747994642074111,True,UC_audio,7,1.0,,1.0353858609484772,-0.010457731390964014
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8747994642074111,0.8747994642074111,True,UC_text,7,2.0,1.0,0.936653387221247,0.9161806844844812
q129_332470,Historical and Cultural Context,Low,knowledge,False,B,0.7775305594603495,0.06793986312282575,True,MI,14,1.0,,0.862286167912495,0.06806420908557478
q129_332470,Historical and Cultural Context,Low,knowledge,False,B,0.7775305594603495,0.06793986312282575,True,MI_balanced,14,1.0,,0.8625489950614398,0.06672760481122018
q129_332470,Historical and Cultural Context,Low,knowledge,False,B,0.7775305594603495,0.06793986312282575,True,UC_audio,9,1.0,,0.8434093818491557,0.070513967418414
q129_332470,Historical and Cultural Context,Low,knowledge,False,B,0.7775305594603495,0.06793986312282575,True,UC_text,8,1.0,1.0,0.997687422835575,1.3307840660968642
q12_1093606,Instrumentation,Low,percettiva,True,A,0.9189522321369076,0.9189522321369076,True,MI,9,1.0,,0.9198421040507964,0.007301168549614934
q12_1093606,Instrumentation,Low,percettiva,True,A,0.9189522321369076,0.9189522321369076,True,MI_balanced,9,1.0,,0.919889706993522,0.007743852450065856
q12_1093606,Instrumentation,Low,percettiva,True,A,0.9189522321369076,0.9189522321369076,True,UC_audio,6,1.0,,0.9280890475294743,-0.0021662295208796927
q12_1093606,Instrumentation,Low,percettiva,True,A,0.9189522321369076,0.9189522321369076,True,UC_text,7,1.0,4.0,0.9951329863655846,0.5317946945952742
q130_332470,Melody,Medium,analitica,False,B,0.8033361941081509,0.13959889836664563,True,MI,12,1.0,,0.9811595717837611,-0.01378519376304849
q130_332470,Melody,Medium,analitica,False,B,0.8033361941081509,0.13959889836664563,True,MI_balanced,12,1.0,,0.9778151447911083,-0.012529822665805308
q130_332470,Melody,Medium,analitica,False,B,0.8033361941081509,0.13959889836664563,True,UC_audio,6,1.0,,0.9938805210466616,-0.019765275073536245
q130_332470,Melody,Medium,analitica,False,B,0.8033361941081509,0.13959889836664563,True,UC_text,6,4.0,2.0,0.8403351376085298,1.138671611040316
q131_182074,Sound Texture,Low,percettiva,False,B,0.8060984089660506,0.04840997224139229,True,MI,11,2.0,,0.610382256229411,0.13071170882147504
q131_182074,Sound Texture,Low,percettiva,False,B,0.8060984089660506,0.04840997224139229,True,MI_balanced,11,2.0,,0.6087751398792947,0.12602267909378698
q131_182074,Sound Texture,Low,percettiva,False,B,0.8060984089660506,0.04840997224139229,True,UC_audio,8,4.0,,0.7396378054614523,0.2650159240818931
q131_182074,Sound Texture,Low,percettiva,False,B,0.8060984089660506,0.04840997224139229,True,UC_text,3,1.0,,1.0251192157510713,-0.03101292618082087
q132_182074,Instrumentation,Medium,percettiva,True,A,0.37931478696885695,0.37931478696885695,True,MI,9,1.0,,1.7012225416611122,-0.7441627328847901
q132_182074,Instrumentation,Medium,percettiva,True,A,0.37931478696885695,0.37931478696885695,True,MI_balanced,9,1.0,,1.709306036850209,-0.7502670309122059
q132_182074,Instrumentation,Medium,percettiva,True,A,0.37931478696885695,0.37931478696885695,True,UC_audio,8,1.0,,2.1848383135854434,-0.5199341311986985
q132_182074,Instrumentation,Medium,percettiva,True,A,0.37931478696885695,0.37931478696885695,True,UC_text,4,2.0,1.0,1.9023556678524836,-0.8139450537147688
q133_182074,Sound Texture,Low,percettiva,True,A,0.8227967182461331,0.8227967182461331,True,MI,1,1.0,,1.269937298057712,-0.015615253236694833
q133_182074,Sound Texture,Low,percettiva,True,A,0.8227967182461331,0.8227967182461331,True,MI_balanced,1,1.0,,1.269937298057712,-0.015615253236694831
q133_182074,Sound Texture,Low,percettiva,True,A,0.8227967182461331,0.8227967182461331,True,UC_audio,3,1.0,,1.286051082337448,-0.0035643990907612117
q133_182074,Sound Texture,Low,percettiva,True,A,0.8227967182461331,0.8227967182461331,True,UC_text,4,2.0,3.0,1.087960124151994,0.9304395926737509
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.39667527544429426,0.39667527544429426,True,MI,7,1.0,,1.1517712995542475,0.08040921950703948
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.39667527544429426,0.39667527544429426,True,MI_balanced,7,1.0,,1.1610614728299058,0.09140863244991793
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.39667527544429426,0.39667527544429426,True,UC_audio,7,1.0,,1.4710993267404222,0.03072406984097949
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.39667527544429426,0.39667527544429426,True,UC_text,4,2.0,2.0,1.12902262869541,1.1588778812608085
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.47230870538986586,0.47230870538986586,True,MI,8,1.0,,0.835451190738641,-0.027927082260905463
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.47230870538986586,0.47230870538986586,True,MI_balanced,8,1.0,,0.8321654582453221,-0.024469837268629273
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.47230870538986586,0.47230870538986586,True,UC_audio,8,1.0,,1.102918787606074,-0.5580377239762035
q135_172015,Metre and Rhythm,Low,percettiva,True,A,0.47230870538986586,0.47230870538986586,True,UC_text,7,3.0,2.0,1.4641834375401552,1.3160661742612507
q136_172015,Instrumentation,Low,percettiva,True,A,0.6285520780245636,0.6285520780245636,True,MI,6,1.0,,0.7321447437115609,0.13806708598325368
q136_172015,Instrumentation,Low,percettiva,True,A,0.6285520780245636,0.6285520780245636,True,MI_balanced,6,1.0,,0.7305543930167998,0.13594316251032093
q136_172015,Instrumentation,Low,percettiva,True,A,0.6285520780245636,0.6285520780245636,True,UC_audio,7,1.0,,0.7315651739103411,0.1288970015721448
q136_172015,Instrumentation,Low,percettiva,True,A,0.6285520780245636,0.6285520780245636,True,UC_text,2,1.0,1.0,1.0425055987031382,0.9567287806702498
q137_250001,Functional Context,Low,knowledge,False,C,0.41807729866723203,0.2873400450798798,True,MI,10,1.0,,0.7504709816648004,0.028532290499229954
q137_250001,Functional Context,Low,knowledge,False,C,0.41807729866723203,0.2873400450798798,True,MI_balanced,10,1.0,,0.7525042995958117,0.04893781198165303
q137_250001,Functional Context,Low,knowledge,False,C,0.41807729866723203,0.2873400450798798,True,UC_audio,8,1.0,,1.0823406913113551,-0.1861664471403905
q137_250001,Functional Context,Low,knowledge,False,C,0.41807729866723203,0.2873400450798798,True,UC_text,8,1.0,2.0,1.2442794524186527,1.2857130719851033
q138_250001,Instrumentation,Medium,percettiva,True,A,0.5006492304937793,0.5006492304937793,True,MI,15,,,0.1831611807931632,0.2688735807845674
q138_250001,Instrumentation,Medium,percettiva,True,A,0.5006492304937793,0.5006492304937793,True,MI_balanced,15,,8.0,0.17878228789087078,0.2681047770252222
q138_250001,Instrumentation,Medium,percettiva,True,A,0.5006492304937793,0.5006492304937793,True,UC_audio,10,,10.0,0.15843921193839197,0.40652136643179876
q138_250001,Instrumentation,Medium,percettiva,True,A,0.5006492304937793,0.5006492304937793,True,UC_text,4,1.0,2.0,0.7286478678098038,0.30522229549639035
q139_250001,Performance,Medium,analitica,True,A,0.38135241366565786,0.38135241366565786,True,MI,6,1.0,,0.7536369874949356,0.07284386819253365
q139_250001,Performance,Medium,analitica,True,A,0.38135241366565786,0.38135241366565786,True,MI_balanced,6,1.0,,0.752427659595148,0.09183360473362488
q139_250001,Performance,Medium,analitica,True,A,0.38135241366565786,0.38135241366565786,True,UC_audio,6,,,-0.07642256334276372,0.0504882196015526
q139_250001,Performance,Medium,analitica,True,A,0.38135241366565786,0.38135241366565786,True,UC_text,6,2.0,1.0,1.3790310705333337,2.3831510515194405
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.922181840879825,0.922181840879825,True,MI,8,1.0,,0.9841341815906921,-0.006811200691605128
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.922181840879825,0.922181840879825,True,MI_balanced,8,1.0,,0.9829209389894795,-0.007370485237516998
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.922181840879825,0.922181840879825,True,UC_audio,6,1.0,,0.9642930730014758,-0.0020851791923780717
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.922181840879825,0.922181840879825,True,UC_text,8,1.0,5.0,0.93638148437873,0.49878542761829725
q140_1138688,Instrumentation,Medium,percettiva,False,D,0.7795530232299274,0.11587021265400549,True,MI,8,1.0,,1.1327094877830672,0.0019794907992638127
q140_1138688,Instrumentation,Medium,percettiva,False,D,0.7795530232299274,0.11587021265400549,True,MI_balanced,8,1.0,,1.1324191410200664,-0.0008606833178784533
q140_1138688,Instrumentation,Medium,percettiva,False,D,0.7795530232299274,0.11587021265400549,True,UC_audio,4,1.0,,1.0966947095689,-0.009675942866444482
q140_1138688,Instrumentation,Medium,percettiva,False,D,0.7795530232299274,0.11587021265400549,True,UC_text,5,1.0,,1.0382261484160384,0.27972024906462617
q141_1138688,Historical and Cultural Context,Low,knowledge,False,D,0.8138830518124309,0.07111630850432708,True,MI,15,1.0,,0.9275915289337645,0.04778210951318069
