sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q105_625206,Instrumentation,Medium,percettiva,True,A,0.548405168503821,0.548405168503821,True,MI,12,3.0,1.0,1.147443824446854,1.0577655075950207
q105_625206,Instrumentation,Medium,percettiva,True,A,0.548405168503821,0.548405168503821,True,MI_balanced,12,3.0,1.0,1.5938038153669962,0.9166640694123175
q105_625206,Instrumentation,Medium,percettiva,True,A,0.548405168503821,0.548405168503821,True,UC_audio,13,1.0,,1.4936513430924865,0.09842890964458473
q105_625206,Instrumentation,Medium,percettiva,True,A,0.548405168503821,0.548405168503821,True,UC_text,5,3.0,1.0,1.0482245015408362,1.2084178279627393
q106_395289,Instrumentation,Low,percettiva,True,A,0.9179322519818054,0.9179322519818054,True,MI,22,13.0,10.0,0.2810388554486521,0.4319789207939716
q106_395289,Instrumentation,Low,percettiva,True,A,0.9179322519818054,0.9179322519818054,True,MI_balanced,22,7.0,5.0,0.6630914212454859,0.5235397274895423
q106_395289,Instrumentation,Low,percettiva,True,A,0.9179322519818054,0.9179322519818054,True,UC_audio,12,2.0,,0.49582787433461795,0.0037287272666562425
q106_395289,Instrumentation,Low,percettiva,True,A,0.9179322519818054,0.9179322519818054,True,UC_text,3,1.0,,0.8426414896220147,0.17307291967650104
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.6459742688015959,0.07024644285478973,True,MI,14,13.0,3.0,0.05065210435792141,0.15770551666960503
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.6459742688015959,0.07024644285478973,True,MI_balanced,14,9.0,2.0,0.26620834728442516,0.13911993363041864
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.6459742688015959,0.07024644285478973,True,UC_audio,7,1.0,,0.41674121503456424,0.039556729303913095
q107_2083,Metre and Rhythm,Medium,percettiva,False,C,0.6459742688015959,0.07024644285478973,True,UC_text,4,1.0,3.0,1.5275345076784819,0.9079491440855665
q108_2083,Genre and Style,Low,knowledge,True,A,0.970374472539407,0.970374472539407,True,MI,24,15.0,2.0,0.17202274349756058,1.010574773987529
q108_2083,Genre and Style,Low,knowledge,True,A,0.970374472539407,0.970374472539407,True,MI_balanced,24,12.0,1.0,0.2574841558099791,1.1352765591512688
q108_2083,Genre and Style,Low,knowledge,True,A,0.970374472539407,0.970374472539407,True,UC_audio,13,4.0,,0.5950519131654024,0.011167392144646852
q108_2083,Genre and Style,Low,knowledge,True,A,0.970374472539407,0.970374472539407,True,UC_text,8,1.0,1.0,0.8526567165716974,1.1233144422596684
q109_2083,Instrumentation,Low,percettiva,True,A,0.8429000366269433,0.8429000366269433,True,MI,14,1.0,1.0,1.0282944825544338,0.7652740758025441
q109_2083,Instrumentation,Low,percettiva,True,A,0.8429000366269433,0.8429000366269433,True,MI_balanced,14,1.0,1.0,1.1265428098285082,0.8920688850249253
q109_2083,Instrumentation,Low,percettiva,True,A,0.8429000366269433,0.8429000366269433,True,UC_audio,9,1.0,7.0,1.1875932902458795,0.6403641217363959
q109_2083,Instrumentation,Low,percettiva,True,A,0.8429000366269433,0.8429000366269433,True,UC_text,3,1.0,1.0,0.9117202968883883,0.780125105972886
q10_1093606,Sound Texture,Low,percettiva,True,A,0.6831102359483342,0.6831102359483342,True,MI,22,2.0,2.0,0.8896830699885802,1.0668238957326464
q10_1093606,Sound Texture,Low,percettiva,True,A,0.6831102359483342,0.6831102359483342,True,MI_balanced,22,1.0,1.0,0.7806945637550873,1.0649763233255887
q10_1093606,Sound Texture,Low,percettiva,True,A,0.6831102359483342,0.6831102359483342,True,UC_audio,7,,,-0.013896238277953357,0.13610812503687184
q10_1093606,Sound Texture,Low,percettiva,True,A,0.6831102359483342,0.6831102359483342,True,UC_text,4,1.0,1.0,1.2172791784347035,1.1813166070526342
q110_1336202,Performance,Medium,analitica,True,A,0.9713067933806337,0.9713067933806337,True,MI,17,1.0,,0.6184941496737028,0.2722811969013277
q110_1336202,Performance,Medium,analitica,True,A,0.9713067933806337,0.9713067933806337,True,MI_balanced,17,1.0,,0.593431216936168,0.27463027049878913
q110_1336202,Performance,Medium,analitica,True,A,0.9713067933806337,0.9713067933806337,True,UC_audio,13,1.0,,0.9067185056620412,0.033216114307042355
q110_1336202,Performance,Medium,analitica,True,A,0.9713067933806337,0.9713067933806337,True,UC_text,6,1.0,,0.9544056671845187,0.3699124071645095
q111_1336202,Functional Context,Low,knowledge,True,A,0.860341626759717,0.860341626759717,True,MI,14,8.0,8.0,0.5688991131787783,0.7958264475964879
q111_1336202,Functional Context,Low,knowledge,True,A,0.860341626759717,0.860341626759717,True,MI_balanced,14,3.0,2.0,0.7809761169346773,1.0875181831160488
q111_1336202,Functional Context,Low,knowledge,True,A,0.860341626759717,0.860341626759717,True,UC_audio,7,,,0.1611199581292893,0.27935192011768506
q111_1336202,Functional Context,Low,knowledge,True,A,0.860341626759717,0.860341626759717,True,UC_text,5,1.0,1.0,1.0053793896459597,0.6569734609033325
q112_1336202,Instrumentation,Medium,percettiva,True,A,0.3843241428735636,0.3843241428735636,True,MI,14,,5.0,-0.10217761293010087,0.6077320101993832
q112_1336202,Instrumentation,Medium,percettiva,True,A,0.3843241428735636,0.3843241428735636,True,MI_balanced,14,,4.0,-0.006605543648097156,0.9863023962342932
q112_1336202,Instrumentation,Medium,percettiva,True,A,0.3843241428735636,0.3843241428735636,True,UC_audio,12,11.0,11.0,0.21662481549574555,0.4440647299393949
q112_1336202,Instrumentation,Medium,percettiva,True,A,0.3843241428735636,0.3843241428735636,True,UC_text,5,,5.0,0.28039426946007917,0.6222193617063747
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.974396051251631,0.974396051251631,True,MI,18,1.0,,0.7442092555668841,0.0934203040321397
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.974396051251631,0.974396051251631,True,MI_balanced,18,4.0,,0.8671687913349568,0.1501576010187168
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.974396051251631,0.974396051251631,True,UC_audio,10,5.0,,0.7570615947474739,-0.005639190428044702
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.974396051251631,0.974396051251631,True,UC_text,8,1.0,5.0,0.9889669457417548,0.30800332623806714
q114_1327741,Melody,High,analitica,False,B,0.44055834665550353,0.1430283542570244,True,MI,12,1.0,2.0,2.237326472554319,0.46225894606287193
q114_1327741,Melody,High,analitica,False,B,0.44055834665550353,0.1430283542570244,True,MI_balanced,12,1.0,2.0,2.2364138423122504,0.3855205010617494
q114_1327741,Melody,High,analitica,False,B,0.44055834665550353,0.1430283542570244,True,UC_audio,6,1.0,,2.1637063122930256,0.037744813118408
q114_1327741,Melody,High,analitica,False,B,0.44055834665550353,0.1430283542570244,True,UC_text,5,1.0,3.0,1.535237315472695,0.3264909022568314
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4678910278416221,0.3020931526547751,True,MI,10,1.0,1.0,1.9521746160790865,1.5930503209561158
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4678910278416221,0.3020931526547751,True,MI_balanced,10,1.0,1.0,1.8072715485033062,1.6320436208981879
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4678910278416221,0.3020931526547751,True,UC_audio,5,1.0,,1.9170196038085585,-0.2060993001525175
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.4678910278416221,0.3020931526547751,True,UC_text,4,1.0,1.0,1.6133408399566067,1.734895816973883
q116_1162034,Harmony,High,analitica,True,A,0.8913306863453399,0.8913306863453399,True,MI,15,1.0,,0.4898240028170568,-0.06592035282339473
q116_1162034,Harmony,High,analitica,True,A,0.8913306863453399,0.8913306863453399,True,MI_balanced,15,7.0,,0.5103758763267449,-0.06743346253673496
q116_1162034,Harmony,High,analitica,True,A,0.8913306863453399,0.8913306863453399,True,UC_audio,13,2.0,,0.7799494488879524,0.01886978313334605
q116_1162034,Harmony,High,analitica,True,A,0.8913306863453399,0.8913306863453399,True,UC_text,4,1.0,,1.1072629963865874,0.2915528500797876
q117_1162034,Melody,High,analitica,False,D,0.7912802147671955,0.09450494478037354,True,MI,19,1.0,11.0,0.9566881683510812,0.3278793105304876
q117_1162034,Melody,High,analitica,False,D,0.7912802147671955,0.09450494478037354,True,MI_balanced,19,1.0,6.0,0.9771625332252708,0.4453263034860771
q117_1162034,Melody,High,analitica,False,D,0.7912802147671955,0.09450494478037354,True,UC_audio,7,1.0,,0.9811810123381594,0.14727533220601977
q117_1162034,Melody,High,analitica,False,D,0.7912802147671955,0.09450494478037354,True,UC_text,7,1.0,,0.9653888170427636,0.051263656664764914
q118_1162034,Instrumentation,Low,percettiva,False,B,0.6817631085921116,0.20792600046348078,True,MI,17,1.0,,0.6628711360514321,0.22964737296723095
q118_1162034,Instrumentation,Low,percettiva,False,B,0.6817631085921116,0.20792600046348078,True,MI_balanced,17,1.0,,0.6561826320450223,0.3618204615424405
q118_1162034,Instrumentation,Low,percettiva,False,B,0.6817631085921116,0.20792600046348078,True,UC_audio,13,1.0,,0.8965063565403277,0.08918820464408488
q118_1162034,Instrumentation,Low,percettiva,False,B,0.6817631085921116,0.20792600046348078,True,UC_text,3,1.0,,0.633870082544374,0.15855512225672494
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9821433481701327,0.9821433481701327,True,MI,13,1.0,,0.10681295448797151,0.24062401655081517
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9821433481701327,0.9821433481701327,True,MI_balanced,13,,,0.1253346935890239,0.22696116773155098
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9821433481701327,0.9821433481701327,True,UC_audio,11,1.0,,0.9888387046868087,0.009363262480018258
q119_1227239,Mood and Expression,Low,knowledge,True,A,0.9821433481701327,0.9821433481701327,True,UC_text,9,5.0,5.0,0.649944419701609,0.8396308489782474
q11_1093606,Harmony,High,analitica,False,B,0.4026710828604312,0.1153671967964006,True,MI,18,,7.0,-0.3281928741964582,0.3654379011495418
q11_1093606,Harmony,High,analitica,False,B,0.4026710828604312,0.1153671967964006,True,MI_balanced,18,,4.0,-0.09252473830583031,0.5116015471379798
q11_1093606,Harmony,High,analitica,False,B,0.4026710828604312,0.1153671967964006,True,UC_audio,8,8.0,,0.4900306854958191,0.07026595862787449
q11_1093606,Harmony,High,analitica,False,B,0.4026710828604312,0.1153671967964006,True,UC_text,5,3.0,1.0,0.6296541098011168,1.7432760055127543
q120_1227239,Harmony,Medium,analitica,False,C,0.49145919809703353,0.2180836971701632,True,MI,17,1.0,,1.815537429857289,-0.19587634149032052
q120_1227239,Harmony,Medium,analitica,False,C,0.49145919809703353,0.2180836971701632,True,MI_balanced,17,1.0,,1.3480761325196045,-0.20977111626870443
q120_1227239,Harmony,Medium,analitica,False,C,0.49145919809703353,0.2180836971701632,True,UC_audio,4,1.0,,1.1453510883453246,-0.13435994312605906
q120_1227239,Harmony,Medium,analitica,False,C,0.49145919809703353,0.2180836971701632,True,UC_text,6,1.0,,1.4886910829473932,-0.19820082417964077
q121_1227239,Instrumentation,Low,percettiva,True,A,0.9744651276794712,0.9744651276794712,True,MI,22,7.0,2.0,0.5234102099754877,0.970453940921941
q121_1227239,Instrumentation,Low,percettiva,True,A,0.9744651276794712,0.9744651276794712,True,MI_balanced,22,2.0,1.0,0.8872444093699159,0.9011031436855431
q121_1227239,Instrumentation,Low,percettiva,True,A,0.9744651276794712,0.9744651276794712,True,UC_audio,13,2.0,,0.9296353480655669,0.029555080780620305
q121_1227239,Instrumentation,Low,percettiva,True,A,0.9744651276794712,0.9744651276794712,True,UC_text,9,1.0,1.0,0.9081754757655265,1.0039102366587167
q122_114772,Structure,Medium,analitica,True,A,0.5356688034361117,0.5356688034361117,True,MI,15,15.0,2.0,-0.11706396622576251,0.552366909338214
q122_114772,Structure,Medium,analitica,True,A,0.5356688034361117,0.5356688034361117,True,MI_balanced,15,7.0,1.0,0.5854885171999514,0.5366031363052582
q122_114772,Structure,Medium,analitica,True,A,0.5356688034361117,0.5356688034361117,True,UC_audio,10,7.0,,0.942567896441145,0.1549240601383637
q122_114772,Structure,Medium,analitica,True,A,0.5356688034361117,0.5356688034361117,True,UC_text,3,1.0,,1.7159627188594582,-0.042301229798039124
q123_114772,Harmony,Medium,analitica,True,A,0.9309392347855223,0.9309392347855223,True,MI,15,1.0,11.0,0.7546962046895149,0.3631791608361328
q123_114772,Harmony,Medium,analitica,True,A,0.9309392347855223,0.9309392347855223,True,MI_balanced,15,4.0,4.0,0.8400365004509253,0.8252444417437464
q123_114772,Harmony,Medium,analitica,True,A,0.9309392347855223,0.9309392347855223,True,UC_audio,7,1.0,,0.9853162529004404,-0.018258638661543983
q123_114772,Harmony,Medium,analitica,True,A,0.9309392347855223,0.9309392347855223,True,UC_text,5,1.0,2.0,1.0077512159064574,1.1561454330264993
q124_114772,Musical Texture,Low,percettiva,False,C,0.9293360976359615,0.05941046906405498,True,MI,13,,1.0,-0.15959381183773788,1.2255579535194203
q124_114772,Musical Texture,Low,percettiva,False,C,0.9293360976359615,0.05941046906405498,True,MI_balanced,13,,1.0,-0.13410095442566808,1.186975476080374
q124_114772,Musical Texture,Low,percettiva,False,C,0.9293360976359615,0.05941046906405498,True,UC_audio,12,1.0,,0.9756405183916111,-0.019798860538566856
q124_114772,Musical Texture,Low,percettiva,False,C,0.9293360976359615,0.05941046906405498,True,UC_text,9,6.0,1.0,0.639811104549048,1.2599487257000215
q125_187621,Functional Context,Low,knowledge,True,A,0.5568221640048548,0.5568221640048548,True,MI,8,1.0,,1.2897569506461124,0.34264988047962885
q125_187621,Functional Context,Low,knowledge,True,A,0.5568221640048548,0.5568221640048548,True,MI_balanced,8,1.0,,1.4199536619527697,0.34622704427431
q125_187621,Functional Context,Low,knowledge,True,A,0.5568221640048548,0.5568221640048548,True,UC_audio,11,1.0,4.0,0.4295234772138825,0.3970836809640852
q125_187621,Functional Context,Low,knowledge,True,A,0.5568221640048548,0.5568221640048548,True,UC_text,6,1.0,,1.5976669964968855,-0.5840836931561152
q126_187621,Mood and Expression,Low,knowledge,True,A,0.7396860260055141,0.7396860260055141,True,MI,14,1.0,6.0,1.2254204815746532,0.6710938474950197
q126_187621,Mood and Expression,Low,knowledge,True,A,0.7396860260055141,0.7396860260055141,True,MI_balanced,14,1.0,2.0,1.110333420293248,0.8953281257666633
q126_187621,Mood and Expression,Low,knowledge,True,A,0.7396860260055141,0.7396860260055141,True,UC_audio,11,1.0,4.0,0.9514741727979633,0.37950923476842713
q126_187621,Mood and Expression,Low,knowledge,True,A,0.7396860260055141,0.7396860260055141,True,UC_text,6,1.0,,1.0262591101002572,0.09804845913834018
q127_187621,Instrumentation,Low,percettiva,True,A,0.9952228706499157,0.9952228706499157,True,MI,21,10.0,,0.3964858493163005,0.06558809731570668
q127_187621,Instrumentation,Low,percettiva,True,A,0.9952228706499157,0.9952228706499157,True,MI_balanced,21,6.0,12.0,0.6684439855685402,0.27707010322287223
q127_187621,Instrumentation,Low,percettiva,True,A,0.9952228706499157,0.9952228706499157,True,UC_audio,13,13.0,,0.352275541423098,0.023750303361798907
q127_187621,Instrumentation,Low,percettiva,True,A,0.9952228706499157,0.9952228706499157,True,UC_text,5,1.0,,0.9802868652300298,0.08350628991715293
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8974236104311758,0.8974236104311758,True,MI,17,3.0,1.0,0.381750966422439,1.1525842282650267
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8974236104311758,0.8974236104311758,True,MI_balanced,17,2.0,1.0,0.9224135832347329,1.182773827527556
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8974236104311758,0.8974236104311758,True,UC_audio,8,1.0,,0.8807442196643063,0.019745031682024104
q128_332470,Metre and Rhythm,Medium,percettiva,True,A,0.8974236104311758,0.8974236104311758,True,UC_text,8,5.0,1.0,0.7443320352518071,1.183202052986979
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9779536164012994,0.9779536164012994,True,MI,16,1.0,,0.19104738995146534,0.036683227224063565
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9779536164012994,0.9779536164012994,True,MI_balanced,16,7.0,,0.5341968259028226,0.041530924715091684
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9779536164012994,0.9779536164012994,True,UC_audio,13,6.0,,0.5739598241948047,-0.002151078244777696
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9779536164012994,0.9779536164012994,True,UC_text,9,1.0,,0.9889883341522182,0.09507658131729725
q12_1093606,Instrumentation,Low,percettiva,True,A,0.5616082500117128,0.5616082500117128,True,MI,9,1.0,4.0,1.1229527821100938,0.0887765726274862
q12_1093606,Instrumentation,Low,percettiva,True,A,0.5616082500117128,0.5616082500117128,True,MI_balanced,9,1.0,,0.6692442988236732,-0.010737392254170608
q12_1093606,Instrumentation,Low,percettiva,True,A,0.5616082500117128,0.5616082500117128,True,UC_audio,7,1.0,,1.2291216177440956,0.15901179800096768
q12_1093606,Instrumentation,Low,percettiva,True,A,0.5616082500117128,0.5616082500117128,True,UC_text,7,1.0,,1.7684555482269093,-0.5967557741630402
q130_332470,Melody,Medium,analitica,False,B,0.6722344270528827,0.2473012253604192,True,MI,14,1.0,10.0,0.6915374422913619,0.3211555201286369
q130_332470,Melody,Medium,analitica,False,B,0.6722344270528827,0.2473012253604192,True,MI_balanced,14,2.0,2.0,0.7919775847517767,0.6167356146022765
q130_332470,Melody,Medium,analitica,False,B,0.6722344270528827,0.2473012253604192,True,UC_audio,7,1.0,,1.2314283101444015,-0.031054470998516086
q130_332470,Melody,Medium,analitica,False,B,0.6722344270528827,0.2473012253604192,True,UC_text,7,3.0,3.0,0.799692343474754,0.8814720504780031
q131_182074,Sound Texture,Low,percettiva,False,B,0.4904262253891052,0.3370646867478569,True,MI,14,1.0,7.0,1.066173155140695,0.7001112995325033
q131_182074,Sound Texture,Low,percettiva,False,B,0.4904262253891052,0.3370646867478569,True,MI_balanced,14,1.0,3.0,1.689863488341282,1.175080853970978
q131_182074,Sound Texture,Low,percettiva,False,B,0.4904262253891052,0.3370646867478569,True,UC_audio,9,1.0,8.0,0.49175990427348437,0.40007017601158706
q131_182074,Sound Texture,Low,percettiva,False,B,0.4904262253891052,0.3370646867478569,True,UC_text,2,1.0,1.0,0.7554534528171918,0.7616043255586932
q132_182074,Instrumentation,Medium,percettiva,True,A,0.6015465292728857,0.6015465292728857,True,MI,17,1.0,4.0,0.7867789338011889,0.6196999634143902
q132_182074,Instrumentation,Medium,percettiva,True,A,0.6015465292728857,0.6015465292728857,True,MI_balanced,17,2.0,1.0,1.2985414007712341,0.9833335574621104
q132_182074,Instrumentation,Medium,percettiva,True,A,0.6015465292728857,0.6015465292728857,True,UC_audio,7,1.0,,0.9643614796116425,0.008642899854282087
q132_182074,Instrumentation,Medium,percettiva,True,A,0.6015465292728857,0.6015465292728857,True,UC_text,4,3.0,,0.8547147602033528,-0.14777607555238553
q133_182074,Sound Texture,Low,percettiva,True,A,0.9751021728511681,0.9751021728511681,True,MI,15,1.0,9.0,0.7981796832667548,0.5228251429489092
q133_182074,Sound Texture,Low,percettiva,True,A,0.9751021728511681,0.9751021728511681,True,MI_balanced,15,3.0,5.0,0.8427376465600196,0.5870406247599284
q133_182074,Sound Texture,Low,percettiva,True,A,0.9751021728511681,0.9751021728511681,True,UC_audio,5,1.0,,1.0001537590703549,-0.011340723547999514
q133_182074,Sound Texture,Low,percettiva,True,A,0.9751021728511681,0.9751021728511681,True,UC_text,8,1.0,3.0,0.9664132342532535,0.7241195587233803
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.47321646225849495,0.47321646225849495,True,MI,8,1.0,2.0,0.9334235251064923,0.7720139590641815
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.47321646225849495,0.47321646225849495,True,MI_balanced,8,2.0,1.0,0.961289628882665,0.8281916307948161
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.47321646225849495,0.47321646225849495,True,UC_audio,8,1.0,,1.1971126475778202,0.05835357406009264
q134_172015,Metre and Rhythm,High,percettiva,True,A,0.47321646225849495,0.47321646225849495,True,UC_text,6,2.0,3.0,0.7880022669522335,0.9057765854413201
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.4435193272384143,0.3914044325243042,True,MI,13,,10.0,-0.7135402717310237,0.797419844162928
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.4435193272384143,0.3914044325243042,True,MI_balanced,13,,5.0,-0.7713977291089764,1.435803756531166
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.4435193272384143,0.3914044325243042,True,UC_audio,5,,,-1.2209961383352392,-0.8530663818453067
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.4435193272384143,0.3914044325243042,True,UC_text,8,1.0,6.0,2.392283331994086,1.0892940756417886
q136_172015,Instrumentation,Low,percettiva,True,A,0.8914440110726757,0.8914440110726757,True,MI,12,1.0,,1.021816506488725,0.2747142178459247
q136_172015,Instrumentation,Low,percettiva,True,A,0.8914440110726757,0.8914440110726757,True,MI_balanced,12,1.0,,1.069949446277034,0.2667613293961372
q136_172015,Instrumentation,Low,percettiva,True,A,0.8914440110726757,0.8914440110726757,True,UC_audio,7,1.0,,0.9757136351363144,0.06918598197844034
q136_172015,Instrumentation,Low,percettiva,True,A,0.8914440110726757,0.8914440110726757,True,UC_text,0,,,,
q137_250001,Functional Context,Low,knowledge,True,A,0.9230071337617715,0.9230071337617715,True,MI,15,13.0,,0.261225936299824,0.016809560501240568
q137_250001,Functional Context,Low,knowledge,True,A,0.9230071337617715,0.9230071337617715,True,MI_balanced,15,13.0,,0.31190574947226685,0.24017878217990468
q137_250001,Functional Context,Low,knowledge,True,A,0.9230071337617715,0.9230071337617715,True,UC_audio,8,4.0,,0.8421245242785091,0.06729233697440647
q137_250001,Functional Context,Low,knowledge,True,A,0.9230071337617715,0.9230071337617715,True,UC_text,7,1.0,,0.9037685610998768,0.2140535962234168
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8875712224597498,0.8875712224597498,True,MI,15,,7.0,-0.02503650677753418,0.46531459789790314
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8875712224597498,0.8875712224597498,True,MI_balanced,15,,7.0,0.101999256785079,0.46998116856818345
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8875712224597498,0.8875712224597498,True,UC_audio,12,,,-0.104716945331415,0.004258208643659197
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8875712224597498,0.8875712224597498,True,UC_text,4,1.0,2.0,0.9311931820487449,0.38280654072955966
q139_250001,Performance,Medium,analitica,False,D,0.742761862930488,0.10371279432175218,True,MI,16,4.0,,0.5580882026870098,-0.182218967928272
q139_250001,Performance,Medium,analitica,False,D,0.742761862930488,0.10371279432175218,True,MI_balanced,16,3.0,,0.8161380850798039,-0.19835086002077193
q139_250001,Performance,Medium,analitica,False,D,0.742761862930488,0.10371279432175218,True,UC_audio,2,,,0.16142564555000596,-0.04256498111799303
q139_250001,Performance,Medium,analitica,False,D,0.742761862930488,0.10371279432175218,True,UC_text,7,1.0,,0.9741557288389977,0.3197612703001129
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9900946506000697,0.9900946506000697,True,MI,22,1.0,14.0,0.6877886515302873,0.1730378504632202
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9900946506000697,0.9900946506000697,True,MI_balanced,22,2.0,6.0,0.8776183044302329,0.28265334886681465
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9900946506000697,0.9900946506000697,True,UC_audio,7,1.0,,0.9428703854260181,-0.0008465611107479488
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.9900946506000697,0.9900946506000697,True,UC_text,9,1.0,,0.983811556476887,0.17217710294316851
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.8862585648550216,0.8862585648550216,True,MI,15,6.0,,0.5479359880167837,0.29398649782781244
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.8862585648550216,0.8862585648550216,True,MI_balanced,15,4.0,,0.6772188828486627,0.1958036351257292
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.8862585648550216,0.8862585648550216,True,UC_audio,7,2.0,,0.51634329311597,-0.014381263727463432
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.8862585648550216,0.8862585648550216,True,UC_text,6,1.0,,0.9723597005421439,0.2077653675365103
