sample_id,category,difficulty,macro_family,correct_baseline,target_letter,prob_original_target,prob_original_correct,baseline_above_chance,feature_source,n_positive_available,minimal_sufficient_k,minimal_necessary_k,auc_sufficiency,auc_necessity
q109_2083,Instrumentation,Low,percettiva,True,A,0.4039766976308044,0.4039766976308044,True,UC_audio,8,1.0,,1.171280117808208,0.29552574816885185
q109_2083,Instrumentation,Low,percettiva,True,A,0.4039766976308044,0.4039766976308044,True,UC_text,1,1.0,,1.0,0.0
q10_1093606,Sound Texture,Low,percettiva,False,B,0.3776132048647253,0.34382073562325394,True,MI,10,1.0,,1.5765977009291774,-0.056896845556034754
q10_1093606,Sound Texture,Low,percettiva,False,B,0.3776132048647253,0.34382073562325394,True,MI_balanced,10,1.0,,1.4771164747124934,-0.08708664150577035
q10_1093606,Sound Texture,Low,percettiva,False,B,0.3776132048647253,0.34382073562325394,True,UC_audio,4,1.0,,0.9946532696601811,-0.2509970505156257
q10_1093606,Sound Texture,Low,percettiva,False,B,0.3776132048647253,0.34382073562325394,True,UC_text,1,1.0,,1.0,0.0
q110_1336202,Performance,Medium,analitica,True,A,0.881394114757611,0.881394114757611,True,MI,6,3.0,,0.5953498775498125,0.04252377283771654
q110_1336202,Performance,Medium,analitica,True,A,0.881394114757611,0.881394114757611,True,MI_balanced,6,2.0,,0.6385395992773876,0.04362101224715484
q110_1336202,Performance,Medium,analitica,True,A,0.881394114757611,0.881394114757611,True,UC_audio,13,1.0,,0.7931934448782126,0.053397878374124325
q110_1336202,Performance,Medium,analitica,True,A,0.881394114757611,0.881394114757611,True,UC_text,1,1.0,,1.0,0.0
q111_1336202,Functional Context,Low,knowledge,True,A,0.8521896922773345,0.8521896922773345,True,MI,16,13.0,12.0,0.3244845802483412,0.47408667978509794
q111_1336202,Functional Context,Low,knowledge,True,A,0.8521896922773345,0.8521896922773345,True,MI_balanced,16,12.0,11.0,0.3723450269146818,0.5103677708664551
q111_1336202,Functional Context,Low,knowledge,True,A,0.8521896922773345,0.8521896922773345,True,UC_audio,11,,8.0,0.312868895096028,0.5181314983625391
q111_1336202,Functional Context,Low,knowledge,True,A,0.8521896922773345,0.8521896922773345,True,UC_text,1,1.0,,1.0,0.0
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7366601846266977,0.12801234526551422,True,MI,11,1.0,7.0,0.9479901787381835,0.5579333307101171
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7366601846266977,0.12801234526551422,True,MI_balanced,11,1.0,6.0,0.9706624791628894,0.6092413619577955
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7366601846266977,0.12801234526551422,True,UC_audio,10,1.0,,-0.03070016159342968,0.00627217111570817
q112_1336202,Instrumentation,Medium,percettiva,False,B,0.7366601846266977,0.12801234526551422,True,UC_text,1,1.0,,1.0,0.0
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.6891437167198301,0.6891437167198301,True,MI,2,2.0,,0.5627358218669857,-0.09097178517082782
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.6891437167198301,0.6891437167198301,True,MI_balanced,2,2.0,,0.5627358218669857,-0.09097178517082782
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.6891437167198301,0.6891437167198301,True,UC_audio,10,5.0,,0.9711980243243877,-0.2972060936636995
q113_1327741,Historical and Cultural Context,Low,knowledge,True,A,0.6891437167198301,0.6891437167198301,True,UC_text,1,1.0,,1.0,0.0
q114_1327741,Melody,High,analitica,False,C,0.4252099082466053,0.11807652707026352,True,MI,16,,13.0,-0.786320426115569,0.16836962206090314
q114_1327741,Melody,High,analitica,False,C,0.4252099082466053,0.11807652707026352,True,MI_balanced,16,,12.0,-0.732237905429001,0.22567140520983886
q114_1327741,Melody,High,analitica,False,C,0.4252099082466053,0.11807652707026352,True,UC_audio,10,,8.0,-0.7797601760255103,0.5194990750895123
q114_1327741,Melody,High,analitica,False,C,0.4252099082466053,0.11807652707026352,True,UC_text,1,1.0,,1.0,0.0
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.35733912617838737,0.24559535031494006,True,MI,6,1.0,,1.8667413835392432,-0.45318357888051514
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.35733912617838737,0.24559535031494006,True,MI_balanced,6,1.0,,1.8667413835392432,-0.45318357888051514
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.35733912617838737,0.24559535031494006,True,UC_audio,7,1.0,,1.2847333022971568,-0.8204871083767725
q115_1327741,Musical Texture,Medium,percettiva,False,D,0.35733912617838737,0.24559535031494006,True,UC_text,1,1.0,,1.0,0.0
q116_1162034,Harmony,High,analitica,True,A,0.6490146512226175,0.6490146512226175,True,MI,13,1.0,,0.6105950798155185,0.2222398514509458
q116_1162034,Harmony,High,analitica,True,A,0.6490146512226175,0.6490146512226175,True,MI_balanced,13,5.0,,0.6242742222838888,0.2459844020207803
q116_1162034,Harmony,High,analitica,True,A,0.6490146512226175,0.6490146512226175,True,UC_audio,13,6.0,,0.5290449795423244,0.2431617155063392
q116_1162034,Harmony,High,analitica,True,A,0.6490146512226175,0.6490146512226175,True,UC_text,1,1.0,,1.0,0.0
q117_1162034,Melody,High,analitica,False,D,0.5705208915863974,0.06604258679539762,True,MI,4,1.0,,0.650112812897179,0.06817255505872097
q117_1162034,Melody,High,analitica,False,D,0.5705208915863974,0.06604258679539762,True,MI_balanced,4,1.0,,0.6387316969948993,0.0720849101987114
q117_1162034,Melody,High,analitica,False,D,0.5705208915863974,0.06604258679539762,True,UC_audio,12,1.0,,1.0029274988795827,0.1308845635955806
q117_1162034,Melody,High,analitica,False,D,0.5705208915863974,0.06604258679539762,True,UC_text,1,1.0,,1.0,0.0
q118_1162034,Instrumentation,Low,percettiva,False,B,0.712630726926386,0.0727998119213222,True,MI,5,2.0,,0.5655069271415455,0.2029265068426921
q118_1162034,Instrumentation,Low,percettiva,False,B,0.712630726926386,0.0727998119213222,True,MI_balanced,5,2.0,,0.5655069271415455,0.2029265068426921
q118_1162034,Instrumentation,Low,percettiva,False,B,0.712630726926386,0.0727998119213222,True,UC_audio,14,1.0,,0.5607270822660964,0.18159604560511913
q118_1162034,Instrumentation,Low,percettiva,False,B,0.712630726926386,0.0727998119213222,True,UC_text,1,1.0,,1.0,0.0
q119_1227239,Mood and Expression,Low,knowledge,False,B,0.35080122140656145,0.32954724984024614,True,MI,9,1.0,1.0,1.8313953140838057,1.154820451736499
q119_1227239,Mood and Expression,Low,knowledge,False,B,0.35080122140656145,0.32954724984024614,True,MI_balanced,9,1.0,1.0,1.8313953140838057,1.154820451736499
q119_1227239,Mood and Expression,Low,knowledge,False,B,0.35080122140656145,0.32954724984024614,True,UC_audio,6,1.0,1.0,1.8468390796664313,1.004672791839085
q119_1227239,Mood and Expression,Low,knowledge,False,B,0.35080122140656145,0.32954724984024614,True,UC_text,1,1.0,,1.0,0.0
q11_1093606,Harmony,High,analitica,False,D,0.38060878644209317,0.0797799356880231,True,MI,5,5.0,,0.6355330538971743,-0.16299213568978763
q11_1093606,Harmony,High,analitica,False,D,0.38060878644209317,0.0797799356880231,True,MI_balanced,5,5.0,,0.6355330538971743,-0.16299213568978763
q11_1093606,Harmony,High,analitica,False,D,0.38060878644209317,0.0797799356880231,True,UC_audio,8,3.0,,0.8573299420460284,0.20102193815778208
q11_1093606,Harmony,High,analitica,False,D,0.38060878644209317,0.0797799356880231,True,UC_text,1,1.0,,1.0,0.0
q120_1227239,Harmony,Medium,analitica,False,C,0.5916135947758822,0.09657826445391737,True,MI,7,1.0,,1.1896705514632315,0.17572836654395055
q120_1227239,Harmony,Medium,analitica,False,C,0.5916135947758822,0.09657826445391737,True,MI_balanced,7,1.0,,1.1896705514632315,0.17572836654395055
q120_1227239,Harmony,Medium,analitica,False,C,0.5916135947758822,0.09657826445391737,True,UC_audio,7,1.0,,1.1303023337046454,0.12623761429417332
q120_1227239,Harmony,Medium,analitica,False,C,0.5916135947758822,0.09657826445391737,True,UC_text,1,1.0,,1.0,0.0
q121_1227239,Instrumentation,Low,percettiva,True,A,0.7652444036181636,0.7652444036181636,True,MI,15,1.0,,1.1794416434073507,0.22870358770885568
q121_1227239,Instrumentation,Low,percettiva,True,A,0.7652444036181636,0.7652444036181636,True,MI_balanced,15,1.0,,1.1661617326740152,0.23173510380820944
q121_1227239,Instrumentation,Low,percettiva,True,A,0.7652444036181636,0.7652444036181636,True,UC_audio,12,3.0,5.0,0.8765413639138323,0.3996503378926656
q121_1227239,Instrumentation,Low,percettiva,True,A,0.7652444036181636,0.7652444036181636,True,UC_text,1,1.0,,1.0,0.0
q122_114772,Structure,Medium,analitica,False,C,0.33378908707919847,0.31356582862678384,True,MI,4,1.0,4.0,-0.24563719394831654,0.5831198271340329
q122_114772,Structure,Medium,analitica,False,C,0.33378908707919847,0.31356582862678384,True,MI_balanced,4,1.0,3.0,-0.33821204498307783,0.6339050109620826
q122_114772,Structure,Medium,analitica,False,C,0.33378908707919847,0.31356582862678384,True,UC_audio,9,1.0,,-1.0391558994916714,0.2787865512897036
q122_114772,Structure,Medium,analitica,False,C,0.33378908707919847,0.31356582862678384,True,UC_text,1,1.0,,1.0,0.0
q123_114772,Harmony,Medium,analitica,False,B,0.48521979952812166,0.2943006851134234,True,MI,12,8.0,9.0,-0.18973545390175778,0.8744137335727619
q123_114772,Harmony,Medium,analitica,False,B,0.48521979952812166,0.2943006851134234,True,MI_balanced,12,7.0,8.0,-0.2738721801026316,1.0066653557974026
q123_114772,Harmony,Medium,analitica,False,B,0.48521979952812166,0.2943006851134234,True,UC_audio,10,4.0,3.0,-0.5160646902780605,0.4301013701768882
q123_114772,Harmony,Medium,analitica,False,B,0.48521979952812166,0.2943006851134234,True,UC_text,1,1.0,,1.0,0.0
q124_114772,Musical Texture,Low,percettiva,False,B,0.5216314633881821,0.17472465410476312,True,MI,7,4.0,,0.3450016794761845,0.013128976129584306
q124_114772,Musical Texture,Low,percettiva,False,B,0.5216314633881821,0.17472465410476312,True,MI_balanced,7,4.0,,0.3450016794761845,0.013128976129584306
q124_114772,Musical Texture,Low,percettiva,False,B,0.5216314633881821,0.17472465410476312,True,UC_audio,8,5.0,,0.5298565301693865,-0.01528533387702354
q124_114772,Musical Texture,Low,percettiva,False,B,0.5216314633881821,0.17472465410476312,True,UC_text,1,1.0,,1.0,0.0
q125_187621,Functional Context,Low,knowledge,True,A,0.6726631699809493,0.6726631699809493,True,MI,12,1.0,12.0,0.5342023267469667,0.2694580882678898
q125_187621,Functional Context,Low,knowledge,True,A,0.6726631699809493,0.6726631699809493,True,MI_balanced,12,1.0,11.0,0.4373444395810717,0.3066479593606543
q125_187621,Functional Context,Low,knowledge,True,A,0.6726631699809493,0.6726631699809493,True,UC_audio,7,1.0,,0.810463574422125,0.23508503350228196
q125_187621,Functional Context,Low,knowledge,True,A,0.6726631699809493,0.6726631699809493,True,UC_text,1,1.0,,1.0,0.0
q126_187621,Mood and Expression,Low,knowledge,True,A,0.9089138285551834,0.9089138285551834,True,MI,11,1.0,,0.9094111834647721,0.07972553811854113
q126_187621,Mood and Expression,Low,knowledge,True,A,0.9089138285551834,0.9089138285551834,True,MI_balanced,11,1.0,,0.9094111834647721,0.07972553811854113
q126_187621,Mood and Expression,Low,knowledge,True,A,0.9089138285551834,0.9089138285551834,True,UC_audio,11,1.0,,0.9611233110013244,0.15442103969710666
q126_187621,Mood and Expression,Low,knowledge,True,A,0.9089138285551834,0.9089138285551834,True,UC_text,1,1.0,,1.0,0.0
q127_187621,Instrumentation,Low,percettiva,True,A,0.9280369394438546,0.9280369394438546,True,MI,12,,,0.21365317850812263,0.032010711374655366
q127_187621,Instrumentation,Low,percettiva,True,A,0.9280369394438546,0.9280369394438546,True,MI_balanced,12,,,0.23966639218531913,0.04108283524865222
q127_187621,Instrumentation,Low,percettiva,True,A,0.9280369394438546,0.9280369394438546,True,UC_audio,10,4.0,,0.8475115444239348,0.21534806020514272
q127_187621,Instrumentation,Low,percettiva,True,A,0.9280369394438546,0.9280369394438546,True,UC_text,1,1.0,,1.0,0.0
q128_332470,Metre and Rhythm,Medium,percettiva,False,D,0.8442716803965786,0.12947325555532935,True,MI,6,1.0,,1.061544083040526,0.018818855295261578
q128_332470,Metre and Rhythm,Medium,percettiva,False,D,0.8442716803965786,0.12947325555532935,True,MI_balanced,6,1.0,,1.0437729094600112,0.013830272291661
q128_332470,Metre and Rhythm,Medium,percettiva,False,D,0.8442716803965786,0.12947325555532935,True,UC_audio,7,1.0,,1.0667234651969697,-0.025467770988348744
q128_332470,Metre and Rhythm,Medium,percettiva,False,D,0.8442716803965786,0.12947325555532935,True,UC_text,1,1.0,,1.0,0.0
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9332060417890198,0.9332060417890198,True,MI,11,1.0,,0.667892163355304,0.04837073024547372
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9332060417890198,0.9332060417890198,True,MI_balanced,11,3.0,,0.6947583534241752,0.05544813767376329
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9332060417890198,0.9332060417890198,True,UC_audio,14,1.0,,0.6585477850077166,0.027820346819702777
q129_332470,Historical and Cultural Context,Low,knowledge,True,A,0.9332060417890198,0.9332060417890198,True,UC_text,1,1.0,,1.0,0.0
q12_1093606,Instrumentation,Low,percettiva,True,A,0.6795128587711021,0.6795128587711021,True,MI,14,4.0,3.0,0.7379723446408711,0.4554529461211691
q12_1093606,Instrumentation,Low,percettiva,True,A,0.6795128587711021,0.6795128587711021,True,MI_balanced,14,3.0,2.0,0.8217122732240085,0.44226719768530365
q12_1093606,Instrumentation,Low,percettiva,True,A,0.6795128587711021,0.6795128587711021,True,UC_audio,10,5.0,4.0,0.6830358680270213,0.6730380503060682
q12_1093606,Instrumentation,Low,percettiva,True,A,0.6795128587711021,0.6795128587711021,True,UC_text,1,1.0,,1.0,0.0
q130_332470,Melody,Medium,analitica,False,D,0.471524742900082,0.12300457842967571,True,MI,10,1.0,,1.6434479618706332,-0.2313297287528979
q130_332470,Melody,Medium,analitica,False,D,0.471524742900082,0.12300457842967571,True,MI_balanced,10,1.0,,1.6622532134024577,-0.27645235892434267
q130_332470,Melody,Medium,analitica,False,D,0.471524742900082,0.12300457842967571,True,UC_audio,9,1.0,,1.3805779428669207,-0.2395387899303154
q130_332470,Melody,Medium,analitica,False,D,0.471524742900082,0.12300457842967571,True,UC_text,1,1.0,,1.0,0.0
q131_182074,Sound Texture,Low,percettiva,False,B,0.7500190058024869,0.2018648768892319,True,MI,13,1.0,4.0,0.3569486766321883,0.4538568273038066
q131_182074,Sound Texture,Low,percettiva,False,B,0.7500190058024869,0.2018648768892319,True,MI_balanced,13,1.0,4.0,0.3569486766321883,0.4538568273038066
q131_182074,Sound Texture,Low,percettiva,False,B,0.7500190058024869,0.2018648768892319,True,UC_audio,11,2.0,3.0,0.4665634916211152,0.515615257897824
q131_182074,Sound Texture,Low,percettiva,False,B,0.7500190058024869,0.2018648768892319,True,UC_text,1,1.0,,1.0,0.0
q132_182074,Instrumentation,Medium,percettiva,False,C,0.46025618196769447,0.09647493674711652,True,MI,12,1.0,5.0,0.8467703297948556,0.37972932776686313
q132_182074,Instrumentation,Medium,percettiva,False,C,0.46025618196769447,0.09647493674711652,True,MI_balanced,12,1.0,4.0,0.857696454076283,0.4021995629704428
q132_182074,Instrumentation,Medium,percettiva,False,C,0.46025618196769447,0.09647493674711652,True,UC_audio,9,1.0,,0.46369395784610756,0.07080979983384426
q132_182074,Instrumentation,Medium,percettiva,False,C,0.46025618196769447,0.09647493674711652,True,UC_text,1,1.0,,1.0,0.0
q133_182074,Sound Texture,Low,percettiva,True,A,0.5896755174612486,0.5896755174612486,True,MI,13,1.0,,0.3895061113108271,-0.17456008568921713
q133_182074,Sound Texture,Low,percettiva,True,A,0.5896755174612486,0.5896755174612486,True,MI_balanced,13,1.0,,0.36370534250106223,-0.19308204317984246
q133_182074,Sound Texture,Low,percettiva,True,A,0.5896755174612486,0.5896755174612486,True,UC_audio,9,5.0,,0.7699589305112656,-0.17594215392262616
q133_182074,Sound Texture,Low,percettiva,True,A,0.5896755174612486,0.5896755174612486,True,UC_text,1,1.0,,1.0,0.0
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.28595819752065854,0.2686328661695027,True,MI,8,1.0,,1.5209977168540822,0.03524470284317447
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.28595819752065854,0.2686328661695027,True,MI_balanced,8,1.0,,1.5209977168540822,0.03524470284317447
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.28595819752065854,0.2686328661695027,True,UC_audio,4,1.0,,1.0228947724035227,-0.31852410741595455
q134_172015,Metre and Rhythm,High,percettiva,False,C,0.28595819752065854,0.2686328661695027,True,UC_text,1,1.0,,1.0,0.0
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.6934112691269957,0.09682190743021972,True,MI,12,,11.0,-0.2380940936767447,0.4446376389754477
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.6934112691269957,0.09682190743021972,True,MI_balanced,12,,10.0,-0.22821951547692912,0.5213395772690125
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.6934112691269957,0.09682190743021972,True,UC_audio,9,,6.0,-0.24901064096217204,0.42778294276569645
q135_172015,Metre and Rhythm,Low,percettiva,False,C,0.6934112691269957,0.09682190743021972,True,UC_text,1,1.0,,1.0,0.0
q136_172015,Instrumentation,Low,percettiva,True,A,0.6323386935626697,0.6323386935626697,True,MI,16,1.0,,1.1628293201806548,-0.3700093229760953
q136_172015,Instrumentation,Low,percettiva,True,A,0.6323386935626697,0.6323386935626697,True,MI_balanced,16,1.0,,1.1700166475409934,-0.3801488660032177
q136_172015,Instrumentation,Low,percettiva,True,A,0.6323386935626697,0.6323386935626697,True,UC_audio,4,2.0,,0.9035697688557851,-0.11268776782366305
q136_172015,Instrumentation,Low,percettiva,True,A,0.6323386935626697,0.6323386935626697,True,UC_text,1,1.0,,1.0,0.0
q137_250001,Functional Context,Low,knowledge,True,A,0.854190629525911,0.854190629525911,True,MI,13,6.0,,0.42361837220818077,-0.008390415593024062
q137_250001,Functional Context,Low,knowledge,True,A,0.854190629525911,0.854190629525911,True,MI_balanced,13,6.0,,0.42361837220818077,-0.008390415593024062
q137_250001,Functional Context,Low,knowledge,True,A,0.854190629525911,0.854190629525911,True,UC_audio,14,9.0,,0.3342273177882433,-0.028847013684788383
q137_250001,Functional Context,Low,knowledge,True,A,0.854190629525911,0.854190629525911,True,UC_text,1,1.0,,1.0,0.0
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8420523273710828,0.8420523273710828,True,MI,12,9.0,12.0,0.21503701704793124,0.17946061000715147
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8420523273710828,0.8420523273710828,True,MI_balanced,12,8.0,11.0,0.274054938892058,0.22388033296443602
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8420523273710828,0.8420523273710828,True,UC_audio,11,5.0,,-0.07147158760405407,0.06498741441000339
q138_250001,Instrumentation,Medium,percettiva,True,A,0.8420523273710828,0.8420523273710828,True,UC_text,1,1.0,,1.0,0.0
q139_250001,Performance,Medium,analitica,False,D,0.8001492796406324,0.08174039494207318,True,MI,8,1.0,,0.8801443835176547,0.01262873544193528
q139_250001,Performance,Medium,analitica,False,D,0.8001492796406324,0.08174039494207318,True,MI_balanced,8,1.0,,0.8801443835176547,0.01262873544193528
q139_250001,Performance,Medium,analitica,False,D,0.8001492796406324,0.08174039494207318,True,UC_audio,5,3.0,,0.7982863884286565,0.03272474110912507
q139_250001,Performance,Medium,analitica,False,D,0.8001492796406324,0.08174039494207318,True,UC_text,1,1.0,,1.0,0.0
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.933328170169308,0.933328170169308,True,MI,9,1.0,,0.6829913513540553,-0.004619822169854746
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.933328170169308,0.933328170169308,True,MI_balanced,9,3.0,,0.68752115241097,-0.0053834120380438924
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.933328170169308,0.933328170169308,True,UC_audio,9,1.0,,0.9795524984718723,0.007527891378306309
q13_1045016,Metre and Rhythm,Medium,percettiva,True,A,0.933328170169308,0.933328170169308,True,UC_text,1,1.0,,1.0,0.0
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.741533037861989,0.741533037861989,True,MI,9,1.0,,0.48963483988249734,0.17627074592132852
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.741533037861989,0.741533037861989,True,MI_balanced,9,5.0,,0.49214901718937837,0.18622261450069236
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.741533037861989,0.741533037861989,True,UC_audio,10,6.0,,0.20041132264214206,0.13367675015581285
q140_1138688,Instrumentation,Medium,percettiva,True,A,0.741533037861989,0.741533037861989,True,UC_text,1,1.0,,1.0,0.0
q141_1138688,Historical and Cultural Context,Low,knowledge,False,C,0.6951112981251244,0.0626661841207121,True,MI,12,3.0,,0.8453456687261162,-0.14018282982868277
q141_1138688,Historical and Cultural Context,Low,knowledge,False,C,0.6951112981251244,0.0626661841207121,True,MI_balanced,12,2.0,,0.8713062628976017,-0.15635031980342987
q141_1138688,Historical and Cultural Context,Low,knowledge,False,C,0.6951112981251244,0.0626661841207121,True,UC_audio,7,2.0,,-0.11007211171558802,-0.18182419661519336
q141_1138688,Historical and Cultural Context,Low,knowledge,False,C,0.6951112981251244,0.0626661841207121,True,UC_text,1,1.0,,1.0,0.0
q142_1138688,Mood and Expression,Low,knowledge,True,A,0.979885080514574,0.979885080514574,True,MI,5,3.0,,0.8888875478184467,0.04172423447242438
q142_1138688,Mood and Expression,Low,knowledge,True,A,0.979885080514574,0.979885080514574,True,MI_balanced,5,3.0,,0.8888875478184467,0.04172423447242438
q142_1138688,Mood and Expression,Low,knowledge,True,A,0.979885080514574,0.979885080514574,True,UC_audio,13,8.0,,0.5327046350412559,0.009056561971396142
